,Observed,Predicted
1981-01-01,,0.5478889
1981-01-02,,0.5345296
1981-01-03,,0.5227205
1981-01-04,,0.5055464
1981-01-05,,0.50512606
1981-01-06,,0.50087416
1981-01-07,,0.48474982
1981-01-08,,0.472565
1981-01-09,,0.46797302
1981-01-10,,0.45130417
1981-01-11,,0.43678012
1981-01-12,,0.43615094
1981-01-13,,0.43098986
1981-01-14,,0.42449054
1981-01-15,,0.4197491
1981-01-16,,0.4087167
1981-01-17,,0.4005712
1981-01-18,,0.39838114
1981-01-19,,0.39492953
1981-01-20,,0.40164158
1981-01-21,,0.37587273
1981-01-22,,0.37772804
1981-01-23,,0.36665392
1981-01-24,,0.36153945
1981-01-25,,0.3697224
1981-01-26,,0.38191047
1981-01-27,,0.37497133
1981-01-28,,0.36559752
1981-01-29,,0.36517707
1981-01-30,,0.36171177
1981-01-31,,0.36235523
1981-02-01,,0.3719629
1981-02-02,,0.37603983
1981-02-03,,0.36175865
1981-02-04,,0.35469154
1981-02-05,,0.3533687
1981-02-06,,0.35859323
1981-02-07,,0.36362153
1981-02-08,,0.36158106
1981-02-09,,0.3546927
1981-02-10,,0.3573979
1981-02-11,,0.3899413
1981-02-12,,0.4020543
1981-02-13,,0.40432125
1981-02-14,,0.40633792
1981-02-15,,0.40671805
1981-02-16,,0.42199987
1981-02-17,,0.45676416
1981-02-18,,0.49903843
1981-02-19,,0.5643424
1981-02-20,,0.61153805
1981-02-21,,0.6469994
1981-02-22,,0.6670945
1981-02-23,,0.7991841
1981-02-24,,0.9388476
1981-02-25,,0.9660427
1981-02-26,,0.9577575
1981-02-27,,0.9201037
1981-02-28,,0.903048
1981-03-01,,0.8896701
1981-03-02,,0.87920517
1981-03-03,,0.8119372
1981-03-04,,0.78372294
1981-03-05,,0.7499148
1981-03-06,,0.72133327
1981-03-07,,0.6941805
1981-03-08,,0.69572717
1981-03-09,,0.6833467
1981-03-10,,0.67029417
1981-03-11,,0.6534043
1981-03-12,,0.6386345
1981-03-13,,0.6242793
1981-03-14,,0.605631
1981-03-15,,0.59676766
1981-03-16,,0.60101414
1981-03-17,,0.55088
1981-03-18,,0.537246
1981-03-19,,0.5311395
1981-03-20,,0.526466
1981-03-21,,0.5333837
1981-03-22,,0.5101474
1981-03-23,,0.521325
1981-03-24,,0.51301324
1981-03-25,,0.49966684
1981-03-26,,0.5112988
1981-03-27,,0.50682086
1981-03-28,,0.5091815
1981-03-29,,0.52538234
1981-03-30,,0.58718044
1981-03-31,,0.6890461
1981-04-01,,0.71116793
1981-04-02,,0.7851101
1981-04-03,,0.80890054
1981-04-04,,0.85499036
1981-04-05,,0.9452309
1981-04-06,,0.971854
1981-04-07,,0.9549302
1981-04-08,,0.9203673
1981-04-09,,1.0320759
1981-04-10,,1.1350604
1981-04-11,,1.1797273
1981-04-12,,1.2147201
1981-04-13,,1.1126521
1981-04-14,,1.1461297
1981-04-15,,1.1337893
1981-04-16,,1.082494
1981-04-17,,1.0603263
1981-04-18,,1.073001
1981-04-19,,1.0386299
1981-04-20,,1.0357181
1981-04-21,,0.9582122
1981-04-22,,0.88746965
1981-04-23,,0.85934055
1981-04-24,,0.8762603
1981-04-25,,0.88288724
1981-04-26,,0.8614096
1981-04-27,,0.8225037
1981-04-28,,0.79036
1981-04-29,,0.8185219
1981-04-30,,0.8174874
1981-05-01,,0.81191343
1981-05-02,,0.8098425
1981-05-03,,0.77680373
1981-05-04,,0.74646854
1981-05-05,,0.7246923
1981-05-06,,0.7165437
1981-05-07,,0.71312195
1981-05-08,,0.6773081
1981-05-09,,0.65885687
1981-05-10,,0.6718472
1981-05-11,,0.81155074
1981-05-12,,1.0438478
1981-05-13,,1.1909697
1981-05-14,,1.2773675
1981-05-15,,1.2867043
1981-05-16,,1.3062004
1981-05-17,,1.3030444
1981-05-18,,1.2229058
1981-05-19,,1.1677941
1981-05-20,,1.0983919
1981-05-21,,1.0441713
1981-05-22,,0.98388034
1981-05-23,,0.92390037
1981-05-24,,0.87272584
1981-05-25,,0.875054
1981-05-26,,0.91505665
1981-05-27,,0.8998584
1981-05-28,,0.8866867
1981-05-29,,0.86346453
1981-05-30,,0.86560243
1981-05-31,,0.8670787
1981-06-01,,0.81750613
1981-06-02,,0.77174455
1981-06-03,,0.740015
1981-06-04,,0.73437005
1981-06-05,,0.79007465
1981-06-06,,0.8167812
1981-06-07,,0.862232
1981-06-08,,0.82652664
1981-06-09,,0.8445494
1981-06-10,,0.8088742
1981-06-11,,0.7745129
1981-06-12,,0.76593834
1981-06-13,,0.7244638
1981-06-14,,0.68345594
1981-06-15,,0.6929562
1981-06-16,,0.7113946
1981-06-17,,0.7340184
1981-06-18,,0.6936245
1981-06-19,,0.6959524
1981-06-20,,0.6537733
1981-06-21,,0.6348799
1981-06-22,,0.71306914
1981-06-23,,0.77742815
1981-06-24,,0.7830679
1981-06-25,,0.8273119
1981-06-26,,0.8024337
1981-06-27,,0.79209214
1981-06-28,,0.74388975
1981-06-29,,0.744002
1981-06-30,,0.6889675
1981-07-01,,0.660775
1981-07-02,,0.664152
1981-07-03,,0.6376571
1981-07-04,,0.64741933
1981-07-05,,0.6425271
1981-07-06,,0.6266193
1981-07-07,,0.59615576
1981-07-08,,0.57087827
1981-07-09,,0.5448192
1981-07-10,,0.5298112
1981-07-11,,0.5033802
1981-07-12,,0.48751912
1981-07-13,,0.47881985
1981-07-14,,0.4725818
1981-07-15,,0.4485702
1981-07-16,,0.42931005
1981-07-17,,0.44069862
1981-07-18,,0.42381018
1981-07-19,,0.4041835
1981-07-20,,0.4054703
1981-07-21,,0.41198704
1981-07-22,,0.4134003
1981-07-23,,0.39949608
1981-07-24,,0.39011893
1981-07-25,,0.36134306
1981-07-26,,0.38578737
1981-07-27,,0.39935014
1981-07-28,,0.40017
1981-07-29,,0.41238412
1981-07-30,,0.39840832
1981-07-31,,0.39207307
1981-08-01,,0.38045204
1981-08-02,,0.36416408
1981-08-03,,0.35380563
1981-08-04,,0.3671754
1981-08-05,,0.4150525
1981-08-06,,0.44187158
1981-08-07,,0.41667983
1981-08-08,,0.4580952
1981-08-09,,0.49701032
1981-08-10,,0.4980656
1981-08-11,,0.50207394
1981-08-12,,0.5099203
1981-08-13,,0.47491208
1981-08-14,,0.4865154
1981-08-15,,0.47412083
1981-08-16,,0.48231518
1981-08-17,,0.46975625
1981-08-18,,0.4458504
1981-08-19,,0.4450481
1981-08-20,,0.41434807
1981-08-21,,0.41034088
1981-08-22,,0.40421304
1981-08-23,,0.40389633
1981-08-24,,0.39330718
1981-08-25,,0.38231036
1981-08-26,,0.3520703
1981-08-27,,0.36765966
1981-08-28,,0.35883555
1981-08-29,,0.36380014
1981-08-30,,0.4951735
1981-08-31,,0.5269338
1981-09-01,,0.5387367
1981-09-02,,0.5882929
1981-09-03,,0.63268805
1981-09-04,,0.65541613
1981-09-05,,0.72193897
1981-09-06,,0.7422168
1981-09-07,,0.77969474
1981-09-08,,0.81713665
1981-09-09,,0.871494
1981-09-10,,0.9926576
1981-09-11,,1.0123838
1981-09-12,,1.1369838
1981-09-13,,1.1433241
1981-09-14,,1.1770942
1981-09-15,,1.141942
1981-09-16,,1.077084
1981-09-17,,1.0078713
1981-09-18,,0.97977877
1981-09-19,,0.966557
1981-09-20,,0.95359814
1981-09-21,,0.9139934
1981-09-22,,0.8994211
1981-09-23,,0.86963964
1981-09-24,,0.8220913
1981-09-25,,0.78084266
1981-09-26,,0.7770248
1981-09-27,,0.8571486
1981-09-28,,0.8718422
1981-09-29,,0.87805045
1981-09-30,,0.831156
1981-10-01,,0.8306551
1981-10-02,,0.9142818
1981-10-03,,0.9583186
1981-10-04,,1.0175153
1981-10-05,,0.99002445
1981-10-06,,1.0119191
1981-10-07,,1.1410881
1981-10-08,,1.2224272
1981-10-09,,1.2416805
1981-10-10,,1.1775737
1981-10-11,,1.0989542
1981-10-12,,1.0651003
1981-10-13,,1.0157512
1981-10-14,,0.9850512
1981-10-15,,0.9667287
1981-10-16,,0.94541377
1981-10-17,,0.94177324
1981-10-18,,1.0630598
1981-10-19,,1.1920369
1981-10-20,,1.2405736
1981-10-21,,1.2511476
1981-10-22,,1.1952204
1981-10-23,,1.122835
1981-10-24,,1.0715586
1981-10-25,,1.047174
1981-10-26,,0.99599516
1981-10-27,,0.96687675
1981-10-28,,0.9440412
1981-10-29,,0.9231057
1981-10-30,,0.8894942
1981-10-31,,0.8629223
1981-11-01,,0.84408313
1981-11-02,,0.8206449
1981-11-03,,0.7976819
1981-11-04,,0.7668211
1981-11-05,,0.7399939
1981-11-06,,0.7323661
1981-11-07,,0.7252713
1981-11-08,,0.6881315
1981-11-09,,0.6897883
1981-11-10,,0.66995007
1981-11-11,,0.65743595
1981-11-12,,0.6289833
1981-11-13,,0.6250713
1981-11-14,,0.6145422
1981-11-15,,0.6013639
1981-11-16,,0.59016275
1981-11-17,,0.5907855
1981-11-18,,0.59839344
1981-11-19,,0.5915165
1981-11-20,,0.61282
1981-11-21,,0.652129
1981-11-22,,0.63777137
1981-11-23,,0.6241992
1981-11-24,,0.62247276
1981-11-25,,0.6095323
1981-11-26,,0.596275
1981-11-27,,0.63514704
1981-11-28,,0.6642546
1981-11-29,,0.6548331
1981-11-30,,0.6423436
1981-12-01,,0.6221763
1981-12-02,,0.668491
1981-12-03,,0.6872565
1981-12-04,,0.7008826
1981-12-05,,0.6914331
1981-12-06,,0.66580105
1981-12-07,,0.6340163
1981-12-08,,0.6435991
1981-12-09,,0.6078274
1981-12-10,,0.60046756
1981-12-11,,0.5817953
1981-12-12,,0.5853473
1981-12-13,,0.5727848
1981-12-14,,0.5684651
1981-12-15,,0.56764466
1981-12-16,,0.5500351
1981-12-17,,0.53057724
1981-12-18,,0.5198179
1981-12-19,,0.5019104
1981-12-20,,0.48862374
1981-12-21,,0.48210925
1981-12-22,,0.47536477
1981-12-23,,0.46609047
1981-12-24,,0.45890594
1981-12-25,,0.45607328
1981-12-26,,0.44853467
1981-12-27,,0.43816885
1981-12-28,,0.43718207
1981-12-29,,0.42878702
1981-12-30,,0.4206706
1981-12-31,,0.4288913
