,Observed,Predicted
1981-01-01,,2.3679287
1981-01-02,,2.2907164
1981-01-03,,2.2140224
1981-01-04,,2.165307
1981-01-05,,2.127125
1981-01-06,,2.1533883
1981-01-07,,2.1273634
1981-01-08,,2.085846
1981-01-09,,2.0787954
1981-01-10,,2.0488377
1981-01-11,,1.965555
1981-01-12,,1.9580282
1981-01-13,,1.9498968
1981-01-14,,1.9256419
1981-01-15,,1.9169213
1981-01-16,,1.8692635
1981-01-17,,1.8246281
1981-01-18,,1.7959696
1981-01-19,,1.779866
1981-01-20,,1.7673309
1981-01-21,,1.7340461
1981-01-22,,1.7352948
1981-01-23,,1.6905332
1981-01-24,,1.6788619
1981-01-25,,1.6796151
1981-01-26,,1.691296
1981-01-27,,1.6971817
1981-01-28,,1.7084941
1981-01-29,,1.688794
1981-01-30,,1.6212102
1981-01-31,,1.6150328
1981-02-01,,1.599635
1981-02-02,,1.6328758
1981-02-03,,1.6186757
1981-02-04,,1.5883404
1981-02-05,,1.5610154
1981-02-06,,1.5682961
1981-02-07,,1.580069
1981-02-08,,1.5554626
1981-02-09,,1.5523506
1981-02-10,,1.5493782
1981-02-11,,1.6631652
1981-02-12,,1.6532791
1981-02-13,,1.6392685
1981-02-14,,1.6388147
1981-02-15,,1.6151516
1981-02-16,,1.6920614
1981-02-17,,1.8446879
1981-02-18,,2.1126916
1981-02-19,,2.489664
1981-02-20,,3.121391
1981-02-21,,3.567869
1981-02-22,,3.9621603
1981-02-23,,4.993989
1981-02-24,,7.589954
1981-02-25,,8.938202
1981-02-26,,8.755937
1981-02-27,,7.935051
1981-02-28,,7.298575
1981-03-01,,6.9234147
1981-03-02,,6.3597517
1981-03-03,,5.800741
1981-03-04,,5.3012743
1981-03-05,,4.988484
1981-03-06,,4.6417174
1981-03-07,,4.36927
1981-03-08,,4.20939
1981-03-09,,4.0400257
1981-03-10,,3.8689864
1981-03-11,,3.7028267
1981-03-12,,3.5335362
1981-03-13,,3.4033666
1981-03-14,,3.220094
1981-03-15,,3.0953038
1981-03-16,,3.0298538
1981-03-17,,2.8682096
1981-03-18,,2.7587788
1981-03-19,,2.6619399
1981-03-20,,2.6357088
1981-03-21,,2.6198332
1981-03-22,,2.6040657
1981-03-23,,2.5733094
1981-03-24,,2.5719373
1981-03-25,,2.6536465
1981-03-26,,2.7067604
1981-03-27,,2.753207
1981-03-28,,2.791613
1981-03-29,,2.963351
1981-03-30,,3.5706248
1981-03-31,,4.8908367
1981-04-01,,5.65068
1981-04-02,,6.456452
1981-04-03,,6.6279
1981-04-04,,6.6917057
1981-04-05,,7.209924
1981-04-06,,7.0766087
1981-04-07,,6.50324
1981-04-08,,5.999183
1981-04-09,,6.4585423
1981-04-10,,7.4468765
1981-04-11,,7.507589
1981-04-12,,7.111078
1981-04-13,,6.5248346
1981-04-14,,6.2002206
1981-04-15,,6.153483
1981-04-16,,5.865843
1981-04-17,,5.532648
1981-04-18,,5.315787
1981-04-19,,5.205027
1981-04-20,,4.954834
1981-04-21,,4.631303
1981-04-22,,4.319195
1981-04-23,,4.2131453
1981-04-24,,4.456343
1981-04-25,,4.526571
1981-04-26,,4.436146
1981-04-27,,4.2440596
1981-04-28,,4.081022
1981-04-29,,4.126792
1981-04-30,,4.287572
1981-05-01,,4.204116
1981-05-02,,4.0360913
1981-05-03,,3.8008652
1981-05-04,,3.6110816
1981-05-05,,3.5489597
1981-05-06,,3.5736122
1981-05-07,,3.434401
1981-05-08,,3.2765374
1981-05-09,,3.176895
1981-05-10,,3.2757678
1981-05-11,,4.5376368
1981-05-12,,7.836925
1981-05-13,,9.961859
1981-05-14,,10.0414095
1981-05-15,,9.523182
1981-05-16,,9.278586
1981-05-17,,8.89898
1981-05-18,,8.317309
1981-05-19,,7.5637126
1981-05-20,,6.921847
1981-05-21,,6.397322
1981-05-22,,5.9162726
1981-05-23,,5.463945
1981-05-24,,5.0580935
1981-05-25,,4.935495
1981-05-26,,5.143368
1981-05-27,,5.1251597
1981-05-28,,4.92335
1981-05-29,,4.7057533
1981-05-30,,4.6633897
1981-05-31,,4.617327
1981-06-01,,4.347318
1981-06-02,,4.0818434
1981-06-03,,3.8620737
1981-06-04,,3.940132
1981-06-05,,4.1286836
1981-06-06,,4.3151464
1981-06-07,,4.49209
1981-06-08,,4.376922
1981-06-09,,4.418282
1981-06-10,,4.3084803
1981-06-11,,4.1019354
1981-06-12,,3.924716
1981-06-13,,3.7413464
1981-06-14,,3.527301
1981-06-15,,3.5743277
1981-06-16,,3.9436567
1981-06-17,,4.499203
1981-06-18,,4.4344864
1981-06-19,,4.209812
1981-06-20,,4.092668
1981-06-21,,3.8271844
1981-06-22,,4.099591
1981-06-23,,4.807221
1981-06-24,,4.688558
1981-06-25,,4.635848
1981-06-26,,4.480141
1981-06-27,,4.2777915
1981-06-28,,4.07503
1981-06-29,,3.8377137
1981-06-30,,3.6476462
1981-07-01,,3.4232872
1981-07-02,,3.3137834
1981-07-03,,3.1471078
1981-07-04,,3.0697985
1981-07-05,,3.046628
1981-07-06,,2.9191375
1981-07-07,,2.7888908
1981-07-08,,2.5982108
1981-07-09,,2.4528754
1981-07-10,,2.3631902
1981-07-11,,2.2310135
1981-07-12,,2.1496086
1981-07-13,,2.1341703
1981-07-14,,2.1734202
1981-07-15,,2.0767076
1981-07-16,,1.9632887
1981-07-17,,1.9050756
1981-07-18,,1.7990559
1981-07-19,,1.7459781
1981-07-20,,1.7254632
1981-07-21,,1.752536
1981-07-22,,1.7330971
1981-07-23,,1.6788822
1981-07-24,,1.6160574
1981-07-25,,1.5596952
1981-07-26,,1.6006292
1981-07-27,,1.8271332
1981-07-28,,1.8018839
1981-07-29,,1.7713544
1981-07-30,,1.6965489
1981-07-31,,1.67142
1981-08-01,,1.5846452
1981-08-02,,1.5635339
1981-08-03,,1.5425118
1981-08-04,,1.6403985
1981-08-05,,1.8118997
1981-08-06,,1.8447769
1981-08-07,,1.8693416
1981-08-08,,2.0782406
1981-08-09,,2.3520226
1981-08-10,,2.4170308
1981-08-11,,2.450461
1981-08-12,,2.2793658
1981-08-13,,2.2410884
1981-08-14,,2.1027205
1981-08-15,,2.0799031
1981-08-16,,2.1025
1981-08-17,,2.0179405
1981-08-18,,1.8802863
