,Observed,Predicted
1981-01-01,,0.76205283
1981-01-02,,0.723338
1981-01-03,,0.6863327
1981-01-04,,0.66767937
1981-01-05,,0.6651096
1981-01-06,,0.68828636
1981-01-07,,0.6569558
1981-01-08,,0.6368132
1981-01-09,,0.6392361
1981-01-10,,0.63757604
1981-01-11,,0.61426204
1981-01-12,,0.6143351
1981-01-13,,0.61467123
1981-01-14,,0.6043369
1981-01-15,,0.59565544
1981-01-16,,0.58356565
1981-01-17,,0.5702601
1981-01-18,,0.56273127
1981-01-19,,0.5584732
1981-01-20,,0.54899955
1981-01-21,,0.54552484
1981-01-22,,0.53920215
1981-01-23,,0.5270782
1981-01-24,,0.5218008
1981-01-25,,0.52630514
1981-01-26,,0.52969545
1981-01-27,,0.5174137
1981-01-28,,0.51792735
1981-01-29,,0.5121532
1981-01-30,,0.5039528
1981-01-31,,0.50468
1981-02-01,,0.5125995
1981-02-02,,0.5041958
1981-02-03,,0.48935384
1981-02-04,,0.49029207
1981-02-05,,0.48298508
1981-02-06,,0.47929987
1981-02-07,,0.47465858
1981-02-08,,0.4645973
1981-02-09,,0.46297288
1981-02-10,,0.47095388
1981-02-11,,0.49984407
1981-02-12,,0.5214568
1981-02-13,,0.5338534
1981-02-14,,0.5341473
1981-02-15,,0.530688
1981-02-16,,0.5472208
1981-02-17,,0.60405403
1981-02-18,,0.6877237
1981-02-19,,0.7841498
1981-02-20,,0.9239678
1981-02-21,,0.992104
1981-02-22,,1.1070817
1981-02-23,,1.3594222
1981-02-24,,1.776247
1981-02-25,,1.9634744
1981-02-26,,2.0041773
1981-02-27,,1.9228332
1981-02-28,,1.8570355
1981-03-01,,1.8246915
1981-03-02,,1.7606559
1981-03-03,,1.6938833
1981-03-04,,1.5914922
1981-03-05,,1.520377
1981-03-06,,1.4440032
1981-03-07,,1.3712775
1981-03-08,,1.3581735
1981-03-09,,1.2951571
1981-03-10,,1.2454617
1981-03-11,,1.1879925
1981-03-12,,1.1532866
1981-03-13,,1.1178524
1981-03-14,,1.0677247
1981-03-15,,1.0539461
1981-03-16,,1.0240229
1981-03-17,,0.9304703
