,Observed,Predicted
1981-01-01,,3.681674
1981-01-02,,3.5751944
1981-01-03,,3.436193
1981-01-04,,3.4210792
1981-01-05,,3.4380414
1981-01-06,,3.3991838
1981-01-07,,3.3640897
1981-01-08,,3.3123045
1981-01-09,,3.30899
1981-01-10,,3.2195756
1981-01-11,,3.10786
1981-01-12,,3.0945866
1981-01-13,,3.0936017
1981-01-14,,3.0529165
1981-01-15,,3.037396
1981-01-16,,2.9784982
1981-01-17,,2.9454181
1981-01-18,,2.9414783
1981-01-19,,2.8860354
1981-01-20,,2.880025
1981-01-21,,2.8784282
1981-01-22,,2.7964067
1981-01-23,,2.7647216
1981-01-24,,2.797544
1981-01-25,,2.7796037
1981-01-26,,2.7451634
1981-01-27,,2.683054
1981-01-28,,2.7935233
1981-01-29,,2.793859
1981-01-30,,2.6953065
1981-01-31,,2.6992555
1981-02-01,,2.6680477
1981-02-02,,2.6377509
1981-02-03,,2.5922608
1981-02-04,,2.63262
1981-02-05,,2.5641565
1981-02-06,,2.575055
1981-02-07,,2.5733488
1981-02-08,,2.5381947
1981-02-09,,2.522738
1981-02-10,,2.5254986
1981-02-11,,3.1182048
1981-02-12,,3.2437856
1981-02-13,,3.1756985
1981-02-14,,3.185774
1981-02-15,,3.0209053
1981-02-16,,3.0730572
1981-02-17,,3.3608944
1981-02-18,,4.3597245
1981-02-19,,6.736668
1981-02-20,,11.779561
1981-02-21,,16.056383
1981-02-22,,18.32506
1981-02-23,,23.428362
1981-02-24,,35.761604
1981-02-25,,40.367157
1981-02-26,,38.298214
1981-02-27,,30.766275
1981-02-28,,24.824783
1981-03-01,,20.745087
1981-03-02,,17.901987
1981-03-03,,15.652694
1981-03-04,,13.642879
1981-03-05,,12.192845
1981-03-06,,11.032474
1981-03-07,,10.230736
1981-03-08,,9.626171
1981-03-09,,9.127052
1981-03-10,,8.697169
1981-03-11,,8.234749
1981-03-12,,7.866284
1981-03-13,,7.5274553
1981-03-14,,7.1793113
1981-03-15,,6.927563
1981-03-16,,6.6673765
1981-03-17,,6.427597
1981-03-18,,6.187786
1981-03-19,,5.9603624
1981-03-20,,5.7602
1981-03-21,,5.7614436
1981-03-22,,5.750775
1981-03-23,,5.8006635
1981-03-24,,5.969572
1981-03-25,,6.251666
1981-03-26,,6.717431
1981-03-27,,7.2560487
1981-03-28,,7.7622075
1981-03-29,,8.685548
1981-03-30,,11.889881
1981-03-31,,20.010048
1981-04-01,,24.347147
1981-04-02,,28.933624
1981-04-03,,27.859558
1981-04-04,,27.042828
1981-04-05,,26.837276
1981-04-06,,24.71006
1981-04-07,,21.931862
1981-04-08,,19.255728
1981-04-09,,19.131565
1981-04-10,,19.429445
1981-04-11,,18.354158
1981-04-12,,16.992798
1981-04-13,,14.981552
1981-04-14,,14.935164
1981-04-15,,14.836863
1981-04-16,,13.991707
1981-04-17,,12.626494
1981-04-18,,11.965114
1981-04-19,,11.66775
1981-04-20,,10.848481
1981-04-21,,10.204366
1981-04-22,,9.501707
1981-04-23,,9.145185
1981-04-24,,9.499253
1981-04-25,,9.455458
1981-04-26,,9.034694
1981-04-27,,8.612033
1981-04-28,,8.205448
1981-04-29,,8.391194
1981-04-30,,8.9965315
1981-05-01,,8.767442
1981-05-02,,8.193209
1981-05-03,,7.7055845
1981-05-04,,7.213752
1981-05-05,,6.955187
1981-05-06,,6.9551845
1981-05-07,,6.751895
1981-05-08,,6.239461
1981-05-09,,5.978875
1981-05-10,,6.069043
1981-05-11,,9.835296
1981-05-12,,20.51546
1981-05-13,,23.583975
1981-05-14,,22.35782
1981-05-15,,18.579279
1981-05-16,,16.202562
1981-05-17,,14.369735
1981-05-18,,13.050779
1981-05-19,,11.362968
1981-05-20,,10.095372
1981-05-21,,9.083807
1981-05-22,,8.225552
1981-05-23,,7.505765
1981-05-24,,6.9126005
1981-05-25,,6.6924143
1981-05-26,,6.840675
1981-05-27,,6.8892274
1981-05-28,,6.473383
1981-05-29,,6.274908
1981-05-30,,6.3546844
1981-05-31,,6.4013934
1981-06-01,,5.9265423
1981-06-02,,5.478427
1981-06-03,,5.2801094
1981-06-04,,5.5065737
1981-06-05,,5.5855255
1981-06-06,,5.664266
1981-06-07,,5.7881165
1981-06-08,,5.5800405
1981-06-09,,5.672177
1981-06-10,,5.4248033
1981-06-11,,5.139419
1981-06-12,,4.9077587
1981-06-13,,4.7323165
1981-06-14,,4.523161
1981-06-15,,4.76313
1981-06-16,,6.761906
1981-06-17,,8.453492
1981-06-18,,8.176549
1981-06-19,,7.081935
1981-06-20,,6.1666074
1981-06-21,,5.5270824
1981-06-22,,5.7709928
1981-06-23,,6.6171613
1981-06-24,,6.268037
1981-06-25,,6.019523
1981-06-26,,5.862596
1981-06-27,,5.61783
1981-06-28,,5.1255116
1981-06-29,,4.746581
1981-06-30,,4.7080193
1981-07-01,,4.5595317
1981-07-02,,4.4567294
1981-07-03,,4.5652514
1981-07-04,,4.46256
1981-07-05,,4.4995017
1981-07-06,,4.4284887
1981-07-07,,4.2108274
1981-07-08,,3.977847
1981-07-09,,3.8210452
1981-07-10,,3.7470794
1981-07-11,,3.4478605
1981-07-12,,3.299832
1981-07-13,,3.2571971
1981-07-14,,3.1907558
1981-07-15,,3.1107407
1981-07-16,,2.9883108
1981-07-17,,2.8475044
1981-07-18,,2.7305624
1981-07-19,,2.78202
1981-07-20,,2.8181558
1981-07-21,,2.9382236
1981-07-22,,2.943879
1981-07-23,,2.7900262
1981-07-24,,2.7031498
1981-07-25,,2.6540568
1981-07-26,,2.6586626
1981-07-27,,3.080196
1981-07-28,,2.8999624
1981-07-29,,2.928636
1981-07-30,,2.7898312
1981-07-31,,2.670088
1981-08-01,,2.5500305
1981-08-02,,2.5239623
1981-08-03,,2.4193082
1981-08-04,,3.294102
1981-08-05,,4.6755543
1981-08-06,,4.0272746
1981-08-07,,3.5810473
1981-08-08,,3.3635066
1981-08-09,,3.3185823
1981-08-10,,3.4108934
1981-08-11,,3.4546888
1981-08-12,,3.4191344
1981-08-13,,3.2849274
1981-08-14,,3.0204322
1981-08-15,,2.970431
1981-08-16,,3.2304409
1981-08-17,,3.0637164
1981-08-18,,2.895056
1981-08-19,,2.6975496
1981-08-20,,2.539964
1981-08-21,,2.3858206
1981-08-22,,2.2508638
1981-08-23,,2.2443464
1981-08-24,,2.3532138
1981-08-25,,2.381227
1981-08-26,,2.2427733
1981-08-27,,2.1972513
1981-08-28,,2.146065
1981-08-29,,1.9929787
1981-08-30,,2.3801842
1981-08-31,,2.6338227
1981-09-01,,3.0846627
1981-09-02,,3.7843242
1981-09-03,,4.5781016
1981-09-04,,5.3138576
1981-09-05,,9.336591
1981-09-06,,11.974523
1981-09-07,,11.500356
1981-09-08,,10.673534
1981-09-09,,9.519596
1981-09-10,,9.22592
1981-09-11,,10.078522
1981-09-12,,10.409869
1981-09-13,,10.470427
1981-09-14,,9.50166
1981-09-15,,8.745072
1981-09-16,,7.7753572
1981-09-17,,6.697873
1981-09-18,,6.0869913
1981-09-19,,5.6685324
1981-09-20,,5.714134
1981-09-21,,5.4899263
1981-09-22,,5.257071
1981-09-23,,5.0778213
1981-09-24,,4.8331575
1981-09-25,,4.59607
1981-09-26,,4.4028926
1981-09-27,,5.5492487
1981-09-28,,6.535361
1981-09-29,,6.279083
1981-09-30,,5.897714
1981-10-01,,5.6644936
1981-10-02,,6.7236576
1981-10-03,,7.479062
1981-10-04,,7.464972
1981-10-05,,7.0282393
1981-10-06,,7.150314
1981-10-07,,10.141297
1981-10-08,,12.435381
1981-10-09,,12.820018
1981-10-10,,11.798505
1981-10-11,,10.7376
1981-10-12,,9.587145
1981-10-13,,8.819929
1981-10-14,,8.187585
1981-10-15,,7.949238
1981-10-16,,8.058936
1981-10-17,,7.932442
1981-10-18,,8.309872
