,Observed,Predicted
1981-01-01,,0.09587374
1981-01-02,,0.089573145
1981-01-03,,0.0863138
1981-01-04,,0.08559322
1981-01-05,,0.08632282
1981-01-06,,0.0884666
1981-01-07,,0.08626301
1981-01-08,,0.085467115
1981-01-09,,0.085622996
1981-01-10,,0.08439153
1981-01-11,,0.07941213
1981-01-12,,0.07888419
1981-01-13,,0.07927387
1981-01-14,,0.077174395
1981-01-15,,0.076368585
1981-01-16,,0.07386664
1981-01-17,,0.07198363
1981-01-18,,0.07204895
1981-01-19,,0.07204148
1981-01-20,,0.071127884
1981-01-21,,0.07054392
1981-01-22,,0.07119887
1981-01-23,,0.070196435
1981-01-24,,0.06891569
1981-01-25,,0.07019051
1981-01-26,,0.07087419
1981-01-27,,0.07043669
1981-01-28,,0.068796165
1981-01-29,,0.06769766
1981-01-30,,0.06620605
1981-01-31,,0.065153256
1981-02-01,,0.06434097
1981-02-02,,0.06386259
1981-02-03,,0.061378065
1981-02-04,,0.06149478
1981-02-05,,0.060069643
1981-02-06,,0.06194116
1981-02-07,,0.060416233
1981-02-08,,0.060193606
1981-02-09,,0.058332432
1981-02-10,,0.060361505
1981-02-11,,0.07939931
1981-02-12,,0.09182941
1981-02-13,,0.09028727
1981-02-14,,0.08696551
1981-02-15,,0.084585086
1981-02-16,,0.08712762
1981-02-17,,0.10494589
1981-02-18,,0.13114738
1981-02-19,,0.17064483
1981-02-20,,0.25776902
1981-02-21,,0.28632098
1981-02-22,,0.31525332
1981-02-23,,0.36067346
1981-02-24,,0.45204297
1981-02-25,,0.46698612
1981-02-26,,0.4382588
1981-02-27,,0.40683398
1981-02-28,,0.38865075
1981-03-01,,0.37558225
1981-03-02,,0.3540014
1981-03-03,,0.3305415
1981-03-04,,0.30558708
1981-03-05,,0.29342684
1981-03-06,,0.2776089
1981-03-07,,0.2644784
1981-03-08,,0.2635362
1981-03-09,,0.25909853
1981-03-10,,0.25645983
1981-03-11,,0.24642861
1981-03-12,,0.2360417
1981-03-13,,0.23706953
1981-03-14,,0.22730452
1981-03-15,,0.21377847
1981-03-16,,0.20876224
1981-03-17,,0.2064633
1981-03-18,,0.18811958
1981-03-19,,0.1810539
1981-03-20,,0.18037301
1981-03-21,,0.17723483
1981-03-22,,0.18361944
1981-03-23,,0.18607476
1981-03-24,,0.18637614
1981-03-25,,0.19442475
1981-03-26,,0.19248927
1981-03-27,,0.20107839
1981-03-28,,0.20435835
1981-03-29,,0.22173153
1981-03-30,,0.29552406
1981-03-31,,0.4254396
1981-04-01,,0.4372308
1981-04-02,,0.46082774
1981-04-03,,0.43658593
1981-04-04,,0.43296295
1981-04-05,,0.4341603
1981-04-06,,0.4137524
1981-04-07,,0.38071087
1981-04-08,,0.36030123
1981-04-09,,0.37901765
1981-04-10,,0.38143578
1981-04-11,,0.3538909
1981-04-12,,0.34815478
1981-04-13,,0.3157766
1981-04-14,,0.3301885
1981-04-15,,0.3396672
1981-04-16,,0.3074057
1981-04-17,,0.30120233
1981-04-18,,0.29534394
1981-04-19,,0.2779128
1981-04-20,,0.26723713
1981-04-21,,0.24382906
1981-04-22,,0.23021218
1981-04-23,,0.23491096
1981-04-24,,0.2544136
1981-04-25,,0.22984162
1981-04-26,,0.22302991
1981-04-27,,0.2082741
1981-04-28,,0.20148993
1981-04-29,,0.21179345
1981-04-30,,0.2156041
1981-05-01,,0.19857854
1981-05-02,,0.18993749
1981-05-03,,0.18062371
1981-05-04,,0.17873558
1981-05-05,,0.16859679
1981-05-06,,0.16545571
1981-05-07,,0.15144062
1981-05-08,,0.1420314
1981-05-09,,0.13394822
1981-05-10,,0.13823456
1981-05-11,,0.23276418
1981-05-12,,0.3882506
1981-05-13,,0.37934244
1981-05-14,,0.3629136
1981-05-15,,0.3382468
1981-05-16,,0.3349164
1981-05-17,,0.3144187
1981-05-18,,0.2914756
1981-05-19,,0.2735742
1981-05-20,,0.25035033
1981-05-21,,0.2337884
1981-05-22,,0.21623035
1981-05-23,,0.19394808
1981-05-24,,0.17861065
1981-05-25,,0.16928622
1981-05-26,,0.17556787
1981-05-27,,0.17586483
1981-05-28,,0.168759
1981-05-29,,0.16440657
1981-05-30,,0.16581441
1981-05-31,,0.15743561
1981-06-01,,0.1513051
1981-06-02,,0.13862059
1981-06-03,,0.13051802
1981-06-04,,0.1271478
1981-06-05,,0.121222384
1981-06-06,,0.11851901
1981-06-07,,0.12186868
1981-06-08,,0.108506516
1981-06-09,,0.109905906
1981-06-10,,0.10533117
1981-06-11,,0.10146442
1981-06-12,,0.09556564
1981-06-13,,0.09354263
1981-06-14,,0.08798525
1981-06-15,,0.09169394
1981-06-16,,0.11205955
1981-06-17,,0.12358036
