,Observed,Predicted
1981-01-01,,0.92427415
1981-01-02,,0.91707975
1981-01-03,,0.89530766
1981-01-04,,0.8724014
1981-01-05,,0.85200083
1981-01-06,,0.8555791
1981-01-07,,0.85053194
1981-01-08,,0.8349103
1981-01-09,,0.8226873
1981-01-10,,0.8186631
1981-01-11,,0.79893965
1981-01-12,,0.78914213
1981-01-13,,0.8019975
1981-01-14,,0.77533054
1981-01-15,,0.78579843
1981-01-16,,0.7788363
1981-01-17,,0.7462715
1981-01-18,,0.731427
1981-01-19,,0.7236377
1981-01-20,,0.7041807
1981-01-21,,0.72078586
1981-01-22,,0.7149615
1981-01-23,,0.7016863
1981-01-24,,0.693716
1981-01-25,,0.6912519
1981-01-26,,0.6918185
1981-01-27,,0.6775212
1981-01-28,,0.66585195
1981-01-29,,0.6608363
1981-01-30,,0.6440467
1981-01-31,,0.64158493
1981-02-01,,0.6474555
1981-02-02,,0.6466495
1981-02-03,,0.6381761
1981-02-04,,0.6323413
1981-02-05,,0.62636423
1981-02-06,,0.62928414
1981-02-07,,0.6299272
1981-02-08,,0.61821336
1981-02-09,,0.60913414
1981-02-10,,0.60181296
1981-02-11,,0.6143172
1981-02-12,,0.61112183
1981-02-13,,0.62037253
1981-02-14,,0.6180966
1981-02-15,,0.6053512
1981-02-16,,0.61498225
1981-02-17,,0.63303
1981-02-18,,0.66601914
1981-02-19,,0.6990045
1981-02-20,,0.73100555
1981-02-21,,0.7590268
1981-02-22,,0.770704
1981-02-23,,0.8892023
1981-02-24,,1.05501
1981-02-25,,1.158454
1981-02-26,,1.2118688
1981-02-27,,1.177424
1981-02-28,,1.1257577
1981-03-01,,1.1297514
1981-03-02,,1.0912806
1981-03-03,,1.0467281
1981-03-04,,1.0096657
1981-03-05,,1.0707045
1981-03-06,,1.0238769
1981-03-07,,1.0071625
1981-03-08,,1.0152113
1981-03-09,,1.0085638
1981-03-10,,0.9911951
1981-03-11,,0.96550703
1981-03-12,,0.93722713
1981-03-13,,0.95045406
1981-03-14,,0.90340924
1981-03-15,,0.90213907
1981-03-16,,0.89531463
1981-03-17,,0.85186636
1981-03-18,,0.84404266
1981-03-19,,0.8331869
1981-03-20,,0.8368063
1981-03-21,,0.80125296
1981-03-22,,0.7103134
1981-03-23,,0.70753086
1981-03-24,,0.7062014
1981-03-25,,0.6747296
1981-03-26,,0.6768879
1981-03-27,,0.6823444
1981-03-28,,0.75366867
1981-03-29,,0.77239704
1981-03-30,,0.8462406
1981-03-31,,1.18408
1981-04-01,,1.3283075
1981-04-02,,1.528738
1981-04-03,,1.6327939
1981-04-04,,1.6254013
1981-04-05,,1.8088733
1981-04-06,,1.7955713
1981-04-07,,1.657598
1981-04-08,,1.6859617
1981-04-09,,1.8411887
1981-04-10,,1.95721
1981-04-11,,1.8949858
1981-04-12,,1.8996278
1981-04-13,,1.756431
1981-04-14,,1.7973986
1981-04-15,,1.8087587
1981-04-16,,1.7285291
1981-04-17,,1.6638657
1981-04-18,,1.6665508
1981-04-19,,1.6422939
1981-04-20,,1.5898635
1981-04-21,,1.4950769
1981-04-22,,1.3707193
1981-04-23,,1.331354
1981-04-24,,1.462531
1981-04-25,,1.3795611
1981-04-26,,1.3684721
1981-04-27,,1.3222048
1981-04-28,,1.2303326
1981-04-29,,1.2507709
1981-04-30,,1.291054
1981-05-01,,1.2650911
1981-05-02,,1.2523223
1981-05-03,,1.1833605
1981-05-04,,1.1525047
1981-05-05,,1.1659973
1981-05-06,,1.1464998
1981-05-07,,1.0871054
1981-05-08,,1.0565294
1981-05-09,,1.02365
1981-05-10,,1.0242112
1981-05-11,,1.2440957
1981-05-12,,1.7000237
1981-05-13,,1.8398672
1981-05-14,,1.9153587
1981-05-15,,1.9592927
1981-05-16,,2.0425894
1981-05-17,,2.093829
1981-05-18,,2.002584
1981-05-19,,1.9100769
1981-05-20,,1.8105823
1981-05-21,,1.754567
1981-05-22,,1.6834463
