,Observed,Predicted
1981-01-01,,0.17272972
1981-01-02,,0.16528577
1981-01-03,,0.1594027
1981-01-04,,0.15703459
1981-01-05,,0.15770864
1981-01-06,,0.15526764
1981-01-07,,0.15024759
1981-01-08,,0.14813748
1981-01-09,,0.14901023
1981-01-10,,0.14558342
1981-01-11,,0.14062674
1981-01-12,,0.14149739
1981-01-13,,0.14202751
1981-01-14,,0.13976374
1981-01-15,,0.13895255
1981-01-16,,0.13591322
1981-01-17,,0.13247561
1981-01-18,,0.13075884
1981-01-19,,0.12902483
1981-01-20,,0.12885647
1981-01-21,,0.1274163
1981-01-22,,0.12403609
1981-01-23,,0.121570125
1981-01-24,,0.12230813
1981-01-25,,0.12415631
1981-01-26,,0.120291896
1981-01-27,,0.119290166
1981-01-28,,0.12225339
1981-01-29,,0.12199151
1981-01-30,,0.118102305
1981-01-31,,0.11891038
1981-02-01,,0.1162425
1981-02-02,,0.116113886
1981-02-03,,0.11531847
1981-02-04,,0.11616874
1981-02-05,,0.11393454
1981-02-06,,0.114277236
1981-02-07,,0.11427295
1981-02-08,,0.11011214
1981-02-09,,0.11119307
1981-02-10,,0.11429497
1981-02-11,,0.12000748
1981-02-12,,0.119858205
1981-02-13,,0.12185044
1981-02-14,,0.11961403
1981-02-15,,0.11776956
1981-02-16,,0.11914522
1981-02-17,,0.12614302
1981-02-18,,0.14058279
1981-02-19,,0.16434036
1981-02-20,,0.19957256
1981-02-21,,0.24645554
1981-02-22,,0.30953622
1981-02-23,,0.43781635
1981-02-24,,0.7370654
1981-02-25,,0.9822314
1981-02-26,,1.0372169
1981-02-27,,0.9388228
1981-02-28,,0.8559943
1981-03-01,,0.7696221
1981-03-02,,0.6867194
1981-03-03,,0.6256325
1981-03-04,,0.5718663
1981-03-05,,0.5350316
1981-03-06,,0.48712027
1981-03-07,,0.45214802
1981-03-08,,0.42781055
1981-03-09,,0.4006698
1981-03-10,,0.37727106
1981-03-11,,0.35734168
1981-03-12,,0.33917034
1981-03-13,,0.32004452
1981-03-14,,0.30408216
1981-03-15,,0.2914563
1981-03-16,,0.28297693
1981-03-17,,0.26647937
1981-03-18,,0.25782728
1981-03-19,,0.24847576
1981-03-20,,0.24492449
1981-03-21,,0.23996021
1981-03-22,,0.2338438
