,Observed,Predicted
1981-01-01,,2.1674395
1981-01-02,,2.1002662
1981-01-03,,2.080826
1981-01-04,,2.0348575
1981-01-05,,2.0122714
1981-01-06,,1.9847093
1981-01-07,,1.9133697
1981-01-08,,1.9010237
1981-01-09,,1.9201716
1981-01-10,,1.8940563
1981-01-11,,1.842322
1981-01-12,,1.842169
1981-01-13,,1.8428626
1981-01-14,,1.7942705
1981-01-15,,1.784844
1981-01-16,,1.7531122
1981-01-17,,1.7028664
1981-01-18,,1.6581868
1981-01-19,,1.616635
1981-01-20,,1.5905569
1981-01-21,,1.5888577
1981-01-22,,1.5523326
1981-01-23,,1.5141313
1981-01-24,,1.5130875
1981-01-25,,1.5231147
1981-01-26,,1.501363
1981-01-27,,1.4950699
1981-01-28,,1.5190434
1981-01-29,,1.4912761
1981-01-30,,1.4459217
1981-01-31,,1.4396023
1981-02-01,,1.4434084
1981-02-02,,1.453253
1981-02-03,,1.4706581
1981-02-04,,1.467841
1981-02-05,,1.4570694
1981-02-06,,1.4403762
1981-02-07,,1.4251204
1981-02-08,,1.3750167
1981-02-09,,1.3631798
1981-02-10,,1.4137044
1981-02-11,,1.6118821
1981-02-12,,1.7246343
1981-02-13,,1.7947031
1981-02-14,,1.7860122
1981-02-15,,1.7605468
1981-02-16,,1.8042166
1981-02-17,,1.9048035
1981-02-18,,2.1553051
1981-02-19,,2.5751336
1981-02-20,,3.3212457
1981-02-21,,4.029199
1981-02-22,,4.9298005
1981-02-23,,6.92754
1981-02-24,,10.177773
1981-02-25,,11.571759
1981-02-26,,11.13958
1981-02-27,,10.110165
1981-02-28,,9.278587
1981-03-01,,8.598715
1981-03-02,,7.959189
1981-03-03,,7.3511305
1981-03-04,,6.788971
1981-03-05,,6.355097
1981-03-06,,5.9250755
1981-03-07,,5.542514
1981-03-08,,5.3680453
1981-03-09,,5.1261663
1981-03-10,,4.839501
1981-03-11,,4.58794
1981-03-12,,4.3197794
1981-03-13,,4.0922637
1981-03-14,,3.847962
1981-03-15,,3.6509097
1981-03-16,,3.5256548
1981-03-17,,3.2711666
1981-03-18,,3.1246989
1981-03-19,,2.986254
1981-03-20,,2.9045086
1981-03-21,,2.8571799
1981-03-22,,2.7806273
