,Observed,Predicted
1981-01-01,,0.5680632
1981-01-02,,0.5482729
1981-01-03,,0.5159962
1981-01-04,,0.51101655
1981-01-05,,0.5149952
1981-01-06,,0.5182657
1981-01-07,,0.5104983
1981-01-08,,0.5055689
1981-01-09,,0.4990647
1981-01-10,,0.4925498
1981-01-11,,0.46912423
1981-01-12,,0.47209612
1981-01-13,,0.47091407
1981-01-14,,0.4693607
1981-01-15,,0.4651033
1981-01-16,,0.45804828
1981-01-17,,0.4524986
1981-01-18,,0.44354486
1981-01-19,,0.43767583
1981-01-20,,0.4434778
1981-01-21,,0.44344732
1981-01-22,,0.42179275
1981-01-23,,0.42598128
1981-01-24,,0.43506795
1981-01-25,,0.43045902
1981-01-26,,0.41671482
1981-01-27,,0.42579332
1981-01-28,,0.4388275
1981-01-29,,0.43229917
1981-01-30,,0.41191897
1981-01-31,,0.4151307
1981-02-01,,0.41237968
1981-02-02,,0.42066008
1981-02-03,,0.40933874
1981-02-04,,0.41213194
1981-02-05,,0.39737856
1981-02-06,,0.39893916
1981-02-07,,0.40810236
1981-02-08,,0.39934212
1981-02-09,,0.40038717
1981-02-10,,0.4091975
1981-02-11,,0.45584556
1981-02-12,,0.43804297
1981-02-13,,0.4315142
1981-02-14,,0.4364597
1981-02-15,,0.42578968
1981-02-16,,0.4583732
1981-02-17,,0.5126217
1981-02-18,,0.64766085
1981-02-19,,0.86087483
1981-02-20,,1.2762811
1981-02-21,,1.7599139
1981-02-22,,2.1221106
1981-02-23,,2.812075
1981-02-24,,4.801749
1981-02-25,,6.130327
1981-02-26,,6.3034763
1981-02-27,,5.5187063
1981-02-28,,4.6481466
1981-03-01,,3.819766
1981-03-02,,3.180096
1981-03-03,,2.6948383
1981-03-04,,2.3439503
1981-03-05,,1.9941728
1981-03-06,,1.7730107
1981-03-07,,1.6133835
1981-03-08,,1.49174
1981-03-09,,1.3914251
1981-03-10,,1.3018677
1981-03-11,,1.2462506
1981-03-12,,1.1744545
1981-03-13,,1.1143676
1981-03-14,,1.0531745
1981-03-15,,1.0041
1981-03-16,,0.9691798
1981-03-17,,0.9135904
1981-03-18,,0.8855877
1981-03-19,,0.86082685
1981-03-20,,0.8491326
1981-03-21,,0.8430438
1981-03-22,,0.8303238
1981-03-23,,0.83695656
1981-03-24,,0.85651594
1981-03-25,,0.8977059
1981-03-26,,0.9693035
1981-03-27,,1.0539427
1981-03-28,,1.1300282
1981-03-29,,1.2742594
1981-03-30,,1.7897811
1981-03-31,,2.9135525
1981-04-01,,3.771895
1981-04-02,,4.7303925
1981-04-03,,5.0403543
