,Observed,Predicted
1981-01-01,,0.7189975
1981-01-02,,0.7101356
1981-01-03,,0.6977419
1981-01-04,,0.652027
1981-01-05,,0.6242465
1981-01-06,,0.62074137
1981-01-07,,0.62191933
1981-01-08,,0.60266674
1981-01-09,,0.5882713
1981-01-10,,0.58771646
1981-01-11,,0.5832373
1981-01-12,,0.56949615
1981-01-13,,0.554934
1981-01-14,,0.5458056
1981-01-15,,0.5437211
1981-01-16,,0.54006195
1981-01-17,,0.54609156
1981-01-18,,0.5316126
1981-01-19,,0.52537143
1981-01-20,,0.50543785
1981-01-21,,0.49492046
1981-01-22,,0.48853528
1981-01-23,,0.4784827
1981-01-24,,0.47452033
1981-01-25,,0.47608536
1981-01-26,,0.4823592
1981-01-27,,0.47436112
1981-01-28,,0.47523406
1981-01-29,,0.47317773
1981-01-30,,0.47155944
1981-01-31,,0.46246657
1981-02-01,,0.4622314
1981-02-02,,0.4565311
1981-02-03,,0.45681635
1981-02-04,,0.45065284
1981-02-05,,0.44812068
1981-02-06,,0.4474463
1981-02-07,,0.4465145
1981-02-08,,0.4430751
1981-02-09,,0.43774408
1981-02-10,,0.44495398
1981-02-11,,0.4574997
1981-02-12,,0.46919402
1981-02-13,,0.4743375
1981-02-14,,0.47573978
1981-02-15,,0.47622472
1981-02-16,,0.47800055
1981-02-17,,0.48801517
1981-02-18,,0.5075751
1981-02-19,,0.53278536
1981-02-20,,0.55289614
1981-02-21,,0.55635923
1981-02-22,,0.57908833
1981-02-23,,0.661687
1981-02-24,,0.7429946
1981-02-25,,0.7761527
1981-02-26,,0.81536037
1981-02-27,,0.80556035
1981-02-28,,0.79939824
1981-03-01,,0.78825307
1981-03-02,,0.75982404
1981-03-03,,0.73060554
1981-03-04,,0.70947397
1981-03-05,,0.72632
1981-03-06,,0.6988482
1981-03-07,,0.6782253
1981-03-08,,0.66405225
1981-03-09,,0.64732784
1981-03-10,,0.62417775
1981-03-11,,0.6056113
1981-03-12,,0.5872748
1981-03-13,,0.58660007
1981-03-14,,0.5763203
1981-03-15,,0.5653775
1981-03-16,,0.565358
1981-03-17,,0.5440986
1981-03-18,,0.5339424
1981-03-19,,0.52243704
1981-03-20,,0.5143667
1981-03-21,,0.51088095
1981-03-22,,0.5183206
1981-03-23,,0.5107499
1981-03-24,,0.50024456
1981-03-25,,0.50507206
1981-03-26,,0.50526553
1981-03-27,,0.4979416
1981-03-28,,0.5005467
1981-03-29,,0.5138108
1981-03-30,,0.5685617
1981-03-31,,0.6684866
1981-04-01,,0.74175304
1981-04-02,,0.81912065
1981-04-03,,0.84568405
1981-04-04,,0.86941576
1981-04-05,,0.97132057
1981-04-06,,0.97544295
1981-04-07,,0.9493416
1981-04-08,,0.9173988
1981-04-09,,1.1030407
1981-04-10,,1.2191092
1981-04-11,,1.2369355
1981-04-12,,1.2573215
1981-04-13,,1.1927378
1981-04-14,,1.1995333
1981-04-15,,1.160084
1981-04-16,,1.1473222
1981-04-17,,1.092694
1981-04-18,,1.109373
1981-04-19,,1.0966526
1981-04-20,,1.0736432
1981-04-21,,0.99669725
1981-04-22,,0.94003326
1981-04-23,,0.905542
1981-04-24,,0.8923994
1981-04-25,,0.9274534
1981-04-26,,0.8955525
1981-04-27,,0.8755596
1981-04-28,,0.8259195
1981-04-29,,0.8459109
1981-04-30,,0.8828712
1981-05-01,,0.8735376
1981-05-02,,0.84377766
1981-05-03,,0.81945705
1981-05-04,,0.7758314
1981-05-05,,0.7710468
1981-05-06,,0.7928674
1981-05-07,,0.7542589
1981-05-08,,0.70951194
1981-05-09,,0.69476515
1981-05-10,,0.6965061
1981-05-11,,0.8664388
1981-05-12,,1.1278105
1981-05-13,,1.285244
1981-05-14,,1.2874352
1981-05-15,,1.266691
1981-05-16,,1.292162
1981-05-17,,1.3033419
1981-05-18,,1.264669
1981-05-19,,1.1915231
1981-05-20,,1.1333517
1981-05-21,,1.0883039
1981-05-22,,1.0408543
1981-05-23,,0.9891968
1981-05-24,,0.9421644
1981-05-25,,0.9734895
1981-05-26,,1.024756
1981-05-27,,0.99084026
1981-05-28,,0.9511943
1981-05-29,,0.9306833
1981-05-30,,0.8954639
1981-05-31,,0.90728104
1981-06-01,,0.86226916
1981-06-02,,0.79710525
1981-06-03,,0.7792603
1981-06-04,,0.80435723
1981-06-05,,0.8169546
1981-06-06,,0.84554195
1981-06-07,,0.9139986
1981-06-08,,0.8726649
1981-06-09,,0.84788716
1981-06-10,,0.82572216
1981-06-11,,0.79083186
1981-06-12,,0.80288965
1981-06-13,,0.8075314
1981-06-14,,0.7774673
1981-06-15,,0.77892065
1981-06-16,,0.8069349
1981-06-17,,0.8271037
1981-06-18,,0.8065235
1981-06-19,,0.7886514
1981-06-20,,0.71453285
1981-06-21,,0.6896522
1981-06-22,,0.7929807
1981-06-23,,0.8568034
1981-06-24,,0.85963213
1981-06-25,,0.91901195
1981-06-26,,0.91218185
1981-06-27,,0.90287405
1981-06-28,,0.86982834
1981-06-29,,0.8315552
1981-06-30,,0.816661
1981-07-01,,0.7883431
1981-07-02,,0.7711036
1981-07-03,,0.7424541
1981-07-04,,0.753412
1981-07-05,,0.77064747
1981-07-06,,0.74501264
1981-07-07,,0.6990959
1981-07-08,,0.6679141
1981-07-09,,0.62077624
1981-07-10,,0.5789491
1981-07-11,,0.5278448
1981-07-12,,0.5082076
1981-07-13,,0.4779155
1981-07-14,,0.44556996
1981-07-15,,0.41527057
1981-07-16,,0.38005272
1981-07-17,,0.35897234
1981-07-18,,0.3477978
1981-07-19,,0.35181573
1981-07-20,,0.32752448
1981-07-21,,0.32794636
1981-07-22,,0.3452439
1981-07-23,,0.33414978
1981-07-24,,0.3204078
1981-07-25,,0.3122951
1981-07-26,,0.3223105
1981-07-27,,0.34755638
1981-07-28,,0.3380651
1981-07-29,,0.33238956
1981-07-30,,0.32476643
1981-07-31,,0.30996072
1981-08-01,,0.30251113
1981-08-02,,0.2888675
1981-08-03,,0.2857944
1981-08-04,,0.2827439
1981-08-05,,0.32512313
1981-08-06,,0.33402225
1981-08-07,,0.33655486
1981-08-08,,0.38686436
1981-08-09,,0.48141402
