,Observed,Predicted
1981-01-01,,0.6231814
1981-01-02,,0.6033113
1981-01-03,,0.5890529
1981-01-04,,0.57298815
1981-01-05,,0.5681299
1981-01-06,,0.57530683
1981-01-07,,0.5606675
1981-01-08,,0.5500658
1981-01-09,,0.54368824
1981-01-10,,0.5369076
1981-01-11,,0.52080846
1981-01-12,,0.5179246
1981-01-13,,0.5215196
1981-01-14,,0.5091682
1981-01-15,,0.499145
1981-01-16,,0.48917684
1981-01-17,,0.4859764
1981-01-18,,0.48269665
1981-01-19,,0.47937208
1981-01-20,,0.48133665
1981-01-21,,0.4715134
1981-01-22,,0.466483
1981-01-23,,0.4573493
1981-01-24,,0.454482
1981-01-25,,0.45855603
1981-01-26,,0.46039286
1981-01-27,,0.45471376
1981-01-28,,0.45541537
1981-01-29,,0.45425063
1981-01-30,,0.4437351
1981-01-31,,0.44347835
1981-02-01,,0.4457541
1981-02-02,,0.44121704
1981-02-03,,0.43592906
1981-02-04,,0.4310076
1981-02-05,,0.42227995
1981-02-06,,0.4226047
1981-02-07,,0.42019796
1981-02-08,,0.41609696
1981-02-09,,0.40778884
1981-02-10,,0.41472653
1981-02-11,,0.4306043
1981-02-12,,0.4336882
1981-02-13,,0.43822402
1981-02-14,,0.4345375
1981-02-15,,0.4319206
1981-02-16,,0.444935
1981-02-17,,0.47681153
1981-02-18,,0.5193112
1981-02-19,,0.5830136
1981-02-20,,0.6578606
1981-02-21,,0.7131311
1981-02-22,,0.75282997
1981-02-23,,0.90388286
1981-02-24,,1.2049425
1981-02-25,,1.316052
1981-02-26,,1.3491973
1981-02-27,,1.2945476
1981-02-28,,1.2636703
1981-03-01,,1.2407055
1981-03-02,,1.2020149
1981-03-03,,1.1535789
1981-03-04,,1.0969442
1981-03-05,,1.0656751
1981-03-06,,1.0233972
1981-03-07,,0.9856132
1981-03-08,,0.97325575
1981-03-09,,0.9497716
1981-03-10,,0.9300805
1981-03-11,,0.91975576
1981-03-12,,0.8917166
1981-03-13,,0.86667454
1981-03-14,,0.83253694
1981-03-15,,0.8143955
1981-03-16,,0.79505813
1981-03-17,,0.7488298
1981-03-18,,0.72632563
1981-03-19,,0.70192283
1981-03-20,,0.6905342
1981-03-21,,0.6871353
1981-03-22,,0.6804049
1981-03-23,,0.6752863
1981-03-24,,0.67454624
1981-03-25,,0.67589265
1981-03-26,,0.6810482
1981-03-27,,0.6826465
1981-03-28,,0.6772368
1981-03-29,,0.6947807
1981-03-30,,0.75861526
1981-03-31,,0.8927148
1981-04-01,,0.9630308
1981-04-02,,1.0507779
1981-04-03,,1.1066668
1981-04-04,,1.1533878
1981-04-05,,1.2306609
1981-04-06,,1.2397709
1981-04-07,,1.2474449
1981-04-08,,1.2302704
1981-04-09,,1.2618594
1981-04-10,,1.3300393
1981-04-11,,1.3615723
1981-04-12,,1.3472403
1981-04-13,,1.3262666
1981-04-14,,1.265878
1981-04-15,,1.2833132
1981-04-16,,1.2491546
1981-04-17,,1.1844462
1981-04-18,,1.1797979
1981-04-19,,1.1524831
1981-04-20,,1.1287941
1981-04-21,,1.073246
1981-04-22,,1.0128497
1981-04-23,,0.98502564
1981-04-24,,1.0687124
1981-04-25,,1.047542
1981-04-26,,1.0389172
1981-04-27,,1.0190268
1981-04-28,,0.99481815
1981-04-29,,0.98718154
1981-04-30,,1.007076
1981-05-01,,1.0017378
1981-05-02,,0.9844518
1981-05-03,,0.940054
1981-05-04,,0.90378577
1981-05-05,,0.90354604
1981-05-06,,0.91166407
1981-05-07,,0.8736361
1981-05-08,,0.8324075
1981-05-09,,0.810913
1981-05-10,,0.82662165
1981-05-11,,1.0883241
1981-05-12,,1.57143
1981-05-13,,1.8261445
1981-05-14,,1.9198188
1981-05-15,,1.9105817
1981-05-16,,1.8802865
1981-05-17,,1.932562
1981-05-18,,1.7928826
1981-05-19,,1.6960949
1981-05-20,,1.6095124
1981-05-21,,1.5415579
1981-05-22,,1.4731383
1981-05-23,,1.4064779
1981-05-24,,1.3164277
1981-05-25,,1.2661577
1981-05-26,,1.2969651
1981-05-27,,1.2677286
1981-05-28,,1.2268667
1981-05-29,,1.1937531
1981-05-30,,1.1363522
1981-05-31,,1.1259971
1981-06-01,,1.0778847
1981-06-02,,1.014975
1981-06-03,,0.98734146
1981-06-04,,0.9817274
1981-06-05,,1.050867
1981-06-06,,1.0461094
1981-06-07,,1.0688206
1981-06-08,,1.0565223
1981-06-09,,1.0308467
1981-06-10,,0.9828467
1981-06-11,,0.9487885
1981-06-12,,0.9724787
1981-06-13,,0.9772929
1981-06-14,,0.93490905
1981-06-15,,0.91132516
1981-06-16,,0.94485956
1981-06-17,,1.0511305
1981-06-18,,1.0546473
1981-06-19,,1.0125124
1981-06-20,,0.92104
1981-06-21,,0.87849027
1981-06-22,,0.9207512
1981-06-23,,1.016261
1981-06-24,,1.0281396
1981-06-25,,1.0847902
1981-06-26,,1.0295578
1981-06-27,,1.0335426
1981-06-28,,0.9793225
1981-06-29,,0.9309433
1981-06-30,,0.8831665
1981-07-01,,0.84668845
1981-07-02,,0.84450424
1981-07-03,,0.83263123
1981-07-04,,0.84709436
1981-07-05,,0.8817006
1981-07-06,,0.8597475
1981-07-07,,0.84895146
1981-07-08,,0.82381827
