Datetime,RDRS_v2.1_P_VV_10m,RDRS_v2.1_P_UVC_10m,RDRS_v2.1_P_FI_SFC,RDRS_v2.1_P_FB_SFC,RDRS_v2.1_A_PR0_SFC,RDRS_v2.1_P_HU_09944,RDRS_v2.1_P_P0_SFC,RDRS_v2.1_P_TT_1.5m,RDRS_v2.1_P_HR_1.5m,RDRS_v2.1_P_UU_10m
1980-01-01 08:00:00,-2.3024706807954085,2.6947248163374784,270.7248764674836,2.9162216360182383,4.555877669056656e-06,0.0019481711208234,993.0029002343038,-5.406085360665209,0.7792847906670382,-1.3996121924998122
1980-01-01 09:00:00,-2.419842949224686,3.081054996994496,271.031250046309,60.55496218135765,4.0805691673234285e-06,0.0019724686856717,993.2507115524712,-5.144836177051671,0.7714137881881188,-1.9058761654566
1980-01-01 10:00:00,-2.1012874831740853,3.098741817949044,272.0419388106814,109.26413017122596,3.5177757588975982e-06,0.0019790889071122,993.3190752193674,-4.543714397503482,0.7429458358422601,-2.276573166680765
1980-01-01 11:00:00,-1.5861152377041674,3.1169990463543127,274.1317215023707,149.617934914387,2.7386959570685823e-06,0.0019945925464574,993.0328246284512,-3.852973457895018,0.710662068067085,-2.683247676839934
1980-01-01 12:00:00,-0.5374017994573995,3.1154246259077745,275.8459777600486,169.1454160050658,2.076208115945584e-06,0.0020185213654647,992.3885461028684,-3.1774766472294123,0.6854962269593291,-3.068423854653463
1980-01-01 13:00:00,0.4743734711218998,3.1069252975490262,279.17855832645483,154.21717854154002,1.605493522178796e-06,0.0020742363990524,991.5074554629322,-2.6492139138111863,0.6769115486505928,-3.069039090992966
1980-01-01 14:00:00,0.9641920267540522,3.1292187528246407,282.2537461195443,104.17022691185409,5.66864410818388e-06,0.0023554374348765,990.9174853507236,-2.402032023586904,0.748019100320903,-2.9766876706585017
1980-01-01 15:00:00,1.0508121233065988,3.106859478344256,276.9627686704601,76.52748109067882,1.6657180077845784e-06,0.002407127409507,990.4588586028684,-2.1778533507551296,0.7511413703829486,-2.923738836789889
1980-01-01 16:00:00,0.6329736716830515,2.9456897774602635,265.13658171033,30.67022691185409,1.1673243487396787e-11,0.0024516597627421,990.3846312690762,-2.273313283739393,0.769353047838615,-2.8768436845408765
1980-01-01 17:00:00,-0.0959353443342554,2.2775590767410687,277.4560926781796,0.0,2.466603151090661e-07,0.0024827244346279,990.358865849346,-2.783315177028914,0.8102392112788207,-2.2755329690319863
1980-01-01 18:00:00,0.0617890318174349,2.4001318656313977,290.44989784136544,0.0,5.384702613070922e-06,0.0025215901263552,990.3382273827413,-2.7650773436599616,0.8205655369461045,-2.399176845601215
