time,date,hour,precip [mm/day],sub3048815 [m3/s],sub3048815 (observed) [m3/s]
0,1981-01-01,00:00:00.00,---,60.1598,
0.0416667,1981-01-01,01:00:00.00,0.652803,60.1189,
0.0833333,1981-01-01,02:00:00.00,0.652803,59.2931,
0.125,1981-01-01,03:00:00.00,0.652803,55.5749,
0.166667,1981-01-01,04:00:00.00,0.652803,52.6405,
0.208333,1981-01-01,05:00:00.00,0.652803,52.6387,
0.25,1981-01-01,06:00:00.00,0.652803,52.4221,
0.291667,1981-01-01,07:00:00.00,0.652803,51.1901,
0.333333,1981-01-01,08:00:00.00,0.652803,49.1458,
0.375,1981-01-01,09:00:00.00,0.652803,44.519,
0.416667,1981-01-01,10:00:00.00,0.652803,29.0777,
0.458333,1981-01-01,11:00:00.00,0.652803,12.1554,
0.5,1981-01-01,12:00:00.00,0.652803,7.01184,
0.541667,1981-01-01,13:00:00.00,0.652803,6.99649,
0.583333,1981-01-01,14:00:00.00,0.652803,7.08248,
0.625,1981-01-01,15:00:00.00,0.652803,7.1569,
0.666667,1981-01-01,16:00:00.00,0.652803,7.2306,
0.708333,1981-01-01,17:00:00.00,0.652803,7.30371,
0.75,1981-01-01,18:00:00.00,0.652803,7.37927,
0.791667,1981-01-01,19:00:00.00,0.652803,7.46906,
0.833333,1981-01-01,20:00:00.00,0.652803,7.5758,
0.875,1981-01-01,21:00:00.00,0.652803,7.68733,
0.916667,1981-01-01,22:00:00.00,0.652803,7.79681,
0.958333,1981-01-01,23:00:00.00,0.652803,7.90407,
1,1981-01-02,00:00:00.00,0.652803,8.0099,40.3
1.04167,1981-01-02,01:00:00.00,0.628378,8.11178,40.3
1.08333,1981-01-02,02:00:00.00,0.628378,8.19166,40.3
1.125,1981-01-02,03:00:00.00,0.628378,8.19354,40.3
1.16667,1981-01-02,04:00:00.00,0.628378,8.21483,40.3
1.20833,1981-01-02,05:00:00.00,0.628378,8.31386,40.3
1.25,1981-01-02,06:00:00.00,0.628378,8.41076,40.3
1.29167,1981-01-02,07:00:00.00,0.628378,8.50552,40.3
1.33333,1981-01-02,08:00:00.00,0.628378,8.59813,40.3
1.375,1981-01-02,09:00:00.00,0.628378,8.68853,40.3
1.41667,1981-01-02,10:00:00.00,0.628378,8.77624,40.3
1.45833,1981-01-02,11:00:00.00,0.628378,8.86079,40.3
1.5,1981-01-02,12:00:00.00,0.628378,8.94266,40.3
1.54167,1981-01-02,13:00:00.00,0.628378,9.0226,40.3
1.58333,1981-01-02,14:00:00.00,0.628378,9.10088,40.3
1.625,1981-01-02,15:00:00.00,0.628378,9.17745,40.3
1.66667,1981-01-02,16:00:00.00,0.628378,9.25221,40.3
1.70833,1981-01-02,17:00:00.00,0.628378,9.32496,40.3
1.75,1981-01-02,18:00:00.00,0.628378,9.39516,40.3
1.79167,1981-01-02,19:00:00.00,0.628378,9.46225,40.3
1.83333,1981-01-02,20:00:00.00,0.628378,9.52636,40.3
1.875,1981-01-02,21:00:00.00,0.628378,9.58809,40.3
1.91667,1981-01-02,22:00:00.00,0.628378,9.64827,40.3
1.95833,1981-01-02,23:00:00.00,0.628378,9.70778,40.3
2,1981-01-03,00:00:00.00,0.628378,9.7674,39.3
2.04167,1981-01-03,01:00:00.00,0.602399,9.82607,39.3
2.08333,1981-01-03,02:00:00.00,0.602399,9.85706,39.3
2.125,1981-01-03,03:00:00.00,0.602399,9.78333,39.3
2.16667,1981-01-03,04:00:00.00,0.602399,9.73744,39.3
2.20833,1981-01-03,05:00:00.00,0.602399,9.79718,39.3
2.25,1981-01-03,06:00:00.00,0.602399,9.85602,39.3
2.29167,1981-01-03,07:00:00.00,0.602399,9.91392,39.3
2.33333,1981-01-03,08:00:00.00,0.602399,9.9708,39.3
2.375,1981-01-03,09:00:00.00,0.602399,10.0265,39.3
2.41667,1981-01-03,10:00:00.00,0.602399,10.0802,39.3
2.45833,1981-01-03,11:00:00.00,0.602399,10.1312,39.3
2.5,1981-01-03,12:00:00.00,0.602399,10.1801,39.3
2.54167,1981-01-03,13:00:00.00,0.602399,10.2279,39.3
2.58333,1981-01-03,14:00:00.00,0.602399,10.275,39.3
2.625,1981-01-03,15:00:00.00,0.602399,10.3213,39.3
2.66667,1981-01-03,16:00:00.00,0.602399,10.3667,39.3
2.70833,1981-01-03,17:00:00.00,0.602399,10.411,39.3
2.75,1981-01-03,18:00:00.00,0.602399,10.4539,39.3
2.79167,1981-01-03,19:00:00.00,0.602399,10.4959,39.3
2.83333,1981-01-03,20:00:00.00,0.602399,10.539,39.3
2.875,1981-01-03,21:00:00.00,0.602399,10.5831,39.3
2.91667,1981-01-03,22:00:00.00,0.602399,10.6265,39.3
2.95833,1981-01-03,23:00:00.00,0.602399,10.6696,39.3
3,1981-01-04,00:00:00.00,0.602399,10.7133,38.5
3.04167,1981-01-04,01:00:00.00,0.593112,10.758,38.5
3.08333,1981-01-04,02:00:00.00,0.593112,10.8015,38.5
3.125,1981-01-04,03:00:00.00,0.593112,10.8361,38.5
3.16667,1981-01-04,04:00:00.00,0.593112,10.873,38.5
3.20833,1981-01-04,05:00:00.00,0.593112,10.9192,38.5
3.25,1981-01-04,06:00:00.00,0.593112,10.9646,38.5
3.29167,1981-01-04,07:00:00.00,0.593112,11.0094,38.5
3.33333,1981-01-04,08:00:00.00,0.593112,11.0538,38.5
3.375,1981-01-04,09:00:00.00,0.593112,11.0991,38.5
3.41667,1981-01-04,10:00:00.00,0.593112,11.1456,38.5
3.45833,1981-01-04,11:00:00.00,0.593112,11.1918,38.5
3.5,1981-01-04,12:00:00.00,0.593112,11.2371,38.5
3.54167,1981-01-04,13:00:00.00,0.593112,11.2818,38.5
3.58333,1981-01-04,14:00:00.00,0.593112,11.3259,38.5
3.625,1981-01-04,15:00:00.00,0.593112,11.3694,38.5
3.66667,1981-01-04,16:00:00.00,0.593112,11.4119,38.5
3.70833,1981-01-04,17:00:00.00,0.593112,11.4532,38.5
3.75,1981-01-04,18:00:00.00,0.593112,11.4925,38.5
3.79167,1981-01-04,19:00:00.00,0.593112,11.5292,38.5
3.83333,1981-01-04,20:00:00.00,0.593112,11.5634,38.5
3.875,1981-01-04,21:00:00.00,0.593112,11.5961,38.5
3.91667,1981-01-04,22:00:00.00,0.593112,11.6284,38.5
3.95833,1981-01-04,23:00:00.00,0.593112,11.6614,38.5
4,1981-01-05,00:00:00.00,0.593112,11.696,37.9
4.04167,1981-01-05,01:00:00.00,0.591149,11.7332,37.9
4.08333,1981-01-05,02:00:00.00,0.591149,11.7736,37.9
4.125,1981-01-05,03:00:00.00,0.591149,11.8186,37.9
4.16667,1981-01-05,04:00:00.00,0.591149,11.8629,37.9
4.20833,1981-01-05,05:00:00.00,0.591149,11.9037,37.9
4.25,1981-01-05,06:00:00.00,0.591149,11.9442,37.9
4.29167,1981-01-05,07:00:00.00,0.591149,11.9847,37.9
4.33333,1981-01-05,08:00:00.00,0.591149,12.025,37.9
4.375,1981-01-05,09:00:00.00,0.591149,12.0652,37.9
4.41667,1981-01-05,10:00:00.00,0.591149,12.1055,37.9
4.45833,1981-01-05,11:00:00.00,0.591149,12.1459,37.9
4.5,1981-01-05,12:00:00.00,0.591149,12.1863,37.9
4.54167,1981-01-05,13:00:00.00,0.591149,12.2267,37.9
4.58333,1981-01-05,14:00:00.00,0.591149,12.2668,37.9
4.625,1981-01-05,15:00:00.00,0.591149,12.3065,37.9
4.66667,1981-01-05,16:00:00.00,0.591149,12.3456,37.9
4.70833,1981-01-05,17:00:00.00,0.591149,12.3836,37.9
4.75,1981-01-05,18:00:00.00,0.591149,12.4199,37.9
4.79167,1981-01-05,19:00:00.00,0.591149,12.4538,37.9
4.83333,1981-01-05,20:00:00.00,0.591149,12.4854,37.9
4.875,1981-01-05,21:00:00.00,0.591149,12.5157,37.9
4.91667,1981-01-05,22:00:00.00,0.591149,12.5457,37.9
4.95833,1981-01-05,23:00:00.00,0.591149,12.5766,37.9
5,1981-01-06,00:00:00.00,0.591149,12.6092,37.7
5.04167,1981-01-06,01:00:00.00,0.5886,12.6453,37.7
5.08333,1981-01-06,02:00:00.00,0.5886,12.6799,37.7
5.125,1981-01-06,03:00:00.00,0.5886,12.7007,37.7
5.16667,1981-01-06,04:00:00.00,0.5886,12.7256,37.7
5.20833,1981-01-06,05:00:00.00,0.5886,12.7649,37.7
5.25,1981-01-06,06:00:00.00,0.5886,12.8042,37.7
5.29167,1981-01-06,07:00:00.00,0.5886,12.8433,37.7
5.33333,1981-01-06,08:00:00.00,0.5886,12.8824,37.7
5.375,1981-01-06,09:00:00.00,0.5886,12.9215,37.7
5.41667,1981-01-06,10:00:00.00,0.5886,12.9608,37.7
5.45833,1981-01-06,11:00:00.00,0.5886,13.0006,37.7
5.5,1981-01-06,12:00:00.00,0.5886,13.0408,37.7
5.54167,1981-01-06,13:00:00.00,0.5886,13.0813,37.7
5.58333,1981-01-06,14:00:00.00,0.5886,13.122,37.7
5.625,1981-01-06,15:00:00.00,0.5886,13.1625,37.7
5.66667,1981-01-06,16:00:00.00,0.5886,13.2027,37.7
5.70833,1981-01-06,17:00:00.00,0.5886,13.2421,37.7
5.75,1981-01-06,18:00:00.00,0.5886,13.28,37.7
5.79167,1981-01-06,19:00:00.00,0.5886,13.3156,37.7
5.83333,1981-01-06,20:00:00.00,0.5886,13.3492,37.7
5.875,1981-01-06,21:00:00.00,0.5886,13.3815,37.7
5.91667,1981-01-06,22:00:00.00,0.5886,13.4136,37.7
5.95833,1981-01-06,23:00:00.00,0.5886,13.4467,37.7
6,1981-01-07,00:00:00.00,0.5886,13.4815,36.1
6.04167,1981-01-07,01:00:00.00,0.571879,13.5176,36.1
6.08333,1981-01-07,02:00:00.00,0.571879,13.5481,36.1
6.125,1981-01-07,03:00:00.00,0.571879,13.551,36.1
6.16667,1981-01-07,04:00:00.00,0.571879,13.5624,36.1
6.20833,1981-01-07,05:00:00.00,0.571879,13.6042,36.1
6.25,1981-01-07,06:00:00.00,0.571879,13.6459,36.1
6.29167,1981-01-07,07:00:00.00,0.571879,13.6876,36.1
6.33333,1981-01-07,08:00:00.00,0.571879,13.7292,36.1
6.375,1981-01-07,09:00:00.00,0.571879,13.7706,36.1
6.41667,1981-01-07,10:00:00.00,0.571879,13.8114,36.1
6.45833,1981-01-07,11:00:00.00,0.571879,13.8512,36.1
6.5,1981-01-07,12:00:00.00,0.571879,13.8903,36.1
6.54167,1981-01-07,13:00:00.00,0.571879,13.9292,36.1
6.58333,1981-01-07,14:00:00.00,0.571879,13.9679,36.1
6.625,1981-01-07,15:00:00.00,0.571879,14.0062,36.1
6.66667,1981-01-07,16:00:00.00,0.571879,14.0438,36.1
6.70833,1981-01-07,17:00:00.00,0.571879,14.0804,36.1
6.75,1981-01-07,18:00:00.00,0.571879,14.1152,36.1
6.79167,1981-01-07,19:00:00.00,0.571879,14.1476,36.1
6.83333,1981-01-07,20:00:00.00,0.571879,14.1777,36.1
6.875,1981-01-07,21:00:00.00,0.571879,14.2063,36.1
6.91667,1981-01-07,22:00:00.00,0.571879,14.2346,36.1
6.95833,1981-01-07,23:00:00.00,0.571879,14.2638,36.1
7,1981-01-08,00:00:00.00,0.571879,14.2946,36.8
7.04167,1981-01-08,01:00:00.00,0.56262,14.3274,36.8
7.08333,1981-01-08,02:00:00.00,0.56262,14.3535,36.8
7.125,1981-01-08,03:00:00.00,0.56262,14.3481,36.8
7.16667,1981-01-08,04:00:00.00,0.56262,14.352,36.8
7.20833,1981-01-08,05:00:00.00,0.56262,14.3895,36.8
7.25,1981-01-08,06:00:00.00,0.56262,14.427,36.8
7.29167,1981-01-08,07:00:00.00,0.56262,14.4643,36.8
7.33333,1981-01-08,08:00:00.00,0.56262,14.5015,36.8
7.375,1981-01-08,09:00:00.00,0.56262,14.5385,36.8
7.41667,1981-01-08,10:00:00.00,0.56262,14.5751,36.8
7.45833,1981-01-08,11:00:00.00,0.56262,14.6112,36.8
7.5,1981-01-08,12:00:00.00,0.56262,14.6469,36.8
7.54167,1981-01-08,13:00:00.00,0.56262,14.6824,36.8
7.58333,1981-01-08,14:00:00.00,0.56262,14.7178,36.8
7.625,1981-01-08,15:00:00.00,0.56262,14.7529,36.8
7.66667,1981-01-08,16:00:00.00,0.56262,14.7874,36.8
7.70833,1981-01-08,17:00:00.00,0.56262,14.8208,36.8
7.75,1981-01-08,18:00:00.00,0.56262,14.8526,36.8
7.79167,1981-01-08,19:00:00.00,0.56262,14.8819,36.8
7.83333,1981-01-08,20:00:00.00,0.56262,14.9091,36.8
7.875,1981-01-08,21:00:00.00,0.56262,14.9348,36.8
7.91667,1981-01-08,22:00:00.00,0.56262,14.9602,36.8
7.95833,1981-01-08,23:00:00.00,0.56262,14.9865,36.8
8,1981-01-09,00:00:00.00,0.56262,15.0146,37.1
8.04167,1981-01-09,01:00:00.00,0.564253,15.045,37.1
8.08333,1981-01-09,02:00:00.00,0.564253,15.076,37.1
8.125,1981-01-09,03:00:00.00,0.564253,15.1015,37.1
8.16667,1981-01-09,04:00:00.00,0.564253,15.1292,37.1
8.20833,1981-01-09,05:00:00.00,0.564253,15.1641,37.1
8.25,1981-01-09,06:00:00.00,0.564253,15.1994,37.1
8.29167,1981-01-09,07:00:00.00,0.564253,15.2365,37.1
8.33333,1981-01-09,08:00:00.00,0.564253,15.2757,37.1
8.375,1981-01-09,09:00:00.00,0.564253,15.3152,37.1
8.41667,1981-01-09,10:00:00.00,0.564253,15.3543,37.1
8.45833,1981-01-09,11:00:00.00,0.564253,15.3927,37.1
8.5,1981-01-09,12:00:00.00,0.564253,15.4307,37.1
8.54167,1981-01-09,13:00:00.00,0.564253,15.4683,37.1
8.58333,1981-01-09,14:00:00.00,0.564253,15.5055,37.1
8.625,1981-01-09,15:00:00.00,0.564253,15.5423,37.1
8.66667,1981-01-09,16:00:00.00,0.564253,15.5782,37.1
8.70833,1981-01-09,17:00:00.00,0.564253,15.613,37.1
8.75,1981-01-09,18:00:00.00,0.564253,15.6456,37.1
8.79167,1981-01-09,19:00:00.00,0.564253,15.6752,37.1
8.83333,1981-01-09,20:00:00.00,0.564253,15.7022,37.1
8.875,1981-01-09,21:00:00.00,0.564253,15.7273,37.1
8.91667,1981-01-09,22:00:00.00,0.564253,15.752,37.1
8.95833,1981-01-09,23:00:00.00,0.564253,15.7775,37.1
9,1981-01-10,00:00:00.00,0.564253,15.805,36.7
9.04167,1981-01-10,01:00:00.00,0.550481,15.8344,36.7
9.08333,1981-01-10,02:00:00.00,0.550481,15.8512,36.7
9.125,1981-01-10,03:00:00.00,0.550481,15.8124,36.7
9.16667,1981-01-10,04:00:00.00,0.550481,15.7896,36.7
9.20833,1981-01-10,05:00:00.00,0.550481,15.8248,36.7
9.25,1981-01-10,06:00:00.00,0.550481,15.8599,36.7
9.29167,1981-01-10,07:00:00.00,0.550481,15.8949,36.7
9.33333,1981-01-10,08:00:00.00,0.550481,15.9297,36.7
9.375,1981-01-10,09:00:00.00,0.550481,15.9643,36.7
9.41667,1981-01-10,10:00:00.00,0.550481,15.9981,36.7
9.45833,1981-01-10,11:00:00.00,0.550481,16.0307,36.7
9.5,1981-01-10,12:00:00.00,0.550481,16.0625,36.7
9.54167,1981-01-10,13:00:00.00,0.550481,16.0941,36.7
9.58333,1981-01-10,14:00:00.00,0.550481,16.1257,36.7
9.625,1981-01-10,15:00:00.00,0.550481,16.1569,36.7
9.66667,1981-01-10,16:00:00.00,0.550481,16.1875,36.7
9.70833,1981-01-10,17:00:00.00,0.550481,16.217,36.7
9.75,1981-01-10,18:00:00.00,0.550481,16.2447,36.7
9.79167,1981-01-10,19:00:00.00,0.550481,16.2695,36.7
9.83333,1981-01-10,20:00:00.00,0.550481,16.2917,36.7
9.875,1981-01-10,21:00:00.00,0.550481,16.3124,36.7
9.91667,1981-01-10,22:00:00.00,0.550481,16.3326,36.7
9.95833,1981-01-10,23:00:00.00,0.550481,16.3538,36.7
10,1981-01-11,00:00:00.00,0.550481,16.3769,35.9
10.0417,1981-01-11,01:00:00.00,0.530152,16.4003,35.9
10.0833,1981-01-11,02:00:00.00,0.530152,16.4057,35.9
10.125,1981-01-11,03:00:00.00,0.530152,16.3373,35.9
10.1667,1981-01-11,04:00:00.00,0.530152,16.2904,35.9
10.2083,1981-01-11,05:00:00.00,0.530152,16.3215,35.9
10.25,1981-01-11,06:00:00.00,0.530152,16.3527,35.9
10.2917,1981-01-11,07:00:00.00,0.530152,16.3836,35.9
10.3333,1981-01-11,08:00:00.00,0.530152,16.4142,35.9
10.375,1981-01-11,09:00:00.00,0.530152,16.4443,35.9
10.4167,1981-01-11,10:00:00.00,0.530152,16.4728,35.9
10.4583,1981-01-11,11:00:00.00,0.530152,16.4989,35.9
10.5,1981-01-11,12:00:00.00,0.530152,16.5235,35.9
10.5417,1981-01-11,13:00:00.00,0.530152,16.5476,35.9
10.5833,1981-01-11,14:00:00.00,0.530152,16.5717,35.9
10.625,1981-01-11,15:00:00.00,0.530152,16.5955,35.9
10.6667,1981-01-11,16:00:00.00,0.530152,16.6188,35.9
10.7083,1981-01-11,17:00:00.00,0.530152,16.6412,35.9
10.75,1981-01-11,18:00:00.00,0.530152,16.6616,35.9
10.7917,1981-01-11,19:00:00.00,0.530152,16.6793,35.9
10.8333,1981-01-11,20:00:00.00,0.530152,16.6944,35.9
10.875,1981-01-11,21:00:00.00,0.530152,16.708,35.9
10.9167,1981-01-11,22:00:00.00,0.530152,16.7213,35.9
10.9583,1981-01-11,23:00:00.00,0.530152,16.7355,35.9
11,1981-01-12,00:00:00.00,0.530152,16.7519,35.2
11.0417,1981-01-12,01:00:00.00,0.530249,16.7708,35.2
11.0833,1981-01-12,02:00:00.00,0.530249,16.7925,35.2
11.125,1981-01-12,03:00:00.00,0.530249,16.8158,35.2
11.1667,1981-01-12,04:00:00.00,0.530249,16.8401,35.2
11.2083,1981-01-12,05:00:00.00,0.530249,16.8653,35.2
11.25,1981-01-12,06:00:00.00,0.530249,16.8906,35.2
11.2917,1981-01-12,07:00:00.00,0.530249,16.9161,35.2
11.3333,1981-01-12,08:00:00.00,0.530249,16.9416,35.2
11.375,1981-01-12,09:00:00.00,0.530249,16.9671,35.2
11.4167,1981-01-12,10:00:00.00,0.530249,16.9926,35.2
11.4583,1981-01-12,11:00:00.00,0.530249,17.0181,35.2
11.5,1981-01-12,12:00:00.00,0.530249,17.0435,35.2
11.5417,1981-01-12,13:00:00.00,0.530249,17.069,35.2
11.5833,1981-01-12,14:00:00.00,0.530249,17.0945,35.2
11.625,1981-01-12,15:00:00.00,0.530249,17.1198,35.2
11.6667,1981-01-12,16:00:00.00,0.530249,17.1445,35.2
11.7083,1981-01-12,17:00:00.00,0.530249,17.1682,35.2
11.75,1981-01-12,18:00:00.00,0.530249,17.19,35.2
11.7917,1981-01-12,19:00:00.00,0.530249,17.209,35.2
11.8333,1981-01-12,20:00:00.00,0.530249,17.2254,35.2
11.875,1981-01-12,21:00:00.00,0.530249,17.2402,35.2
11.9167,1981-01-12,22:00:00.00,0.530249,17.2546,35.2
11.9583,1981-01-12,23:00:00.00,0.530249,17.2699,35.2
12,1981-01-13,00:00:00.00,0.530249,17.2872,34.8
12.0417,1981-01-13,01:00:00.00,0.529321,17.3075,34.8
12.0833,1981-01-13,02:00:00.00,0.529321,17.3317,34.8
12.125,1981-01-13,03:00:00.00,0.529321,17.3619,34.8
12.1667,1981-01-13,04:00:00.00,0.529321,17.3915,34.8
12.2083,1981-01-13,05:00:00.00,0.529321,17.4171,34.8
12.25,1981-01-13,06:00:00.00,0.529321,17.4426,34.8
12.2917,1981-01-13,07:00:00.00,0.529321,17.4681,34.8
12.3333,1981-01-13,08:00:00.00,0.529321,17.4935,34.8
12.375,1981-01-13,09:00:00.00,0.529321,17.5187,34.8
12.4167,1981-01-13,10:00:00.00,0.529321,17.5434,34.8
12.4583,1981-01-13,11:00:00.00,0.529321,17.5676,34.8
12.5,1981-01-13,12:00:00.00,0.529321,17.5913,34.8
12.5417,1981-01-13,13:00:00.00,0.529321,17.615,34.8
12.5833,1981-01-13,14:00:00.00,0.529321,17.6386,34.8
12.625,1981-01-13,15:00:00.00,0.529321,17.6619,34.8
12.6667,1981-01-13,16:00:00.00,0.529321,17.6847,34.8
12.7083,1981-01-13,17:00:00.00,0.529321,17.7065,34.8
12.75,1981-01-13,18:00:00.00,0.529321,17.7262,34.8
12.7917,1981-01-13,19:00:00.00,0.529321,17.7432,34.8
12.8333,1981-01-13,20:00:00.00,0.529321,17.7576,34.8
12.875,1981-01-13,21:00:00.00,0.529321,17.7703,34.8
12.9167,1981-01-13,22:00:00.00,0.529321,17.7827,34.8
12.9583,1981-01-13,23:00:00.00,0.529321,17.7959,34.8
13,1981-01-14,00:00:00.00,0.529321,17.8111,34.1
13.0417,1981-01-14,01:00:00.00,0.520086,17.828,34.1
13.0833,1981-01-14,02:00:00.00,0.520086,17.8414,34.1
13.125,1981-01-14,03:00:00.00,0.520086,17.8332,34.1
13.1667,1981-01-14,04:00:00.00,0.520086,17.8321,34.1
13.2083,1981-01-14,05:00:00.00,0.520086,17.8557,34.1
13.25,1981-01-14,06:00:00.00,0.520086,17.8792,34.1
13.2917,1981-01-14,07:00:00.00,0.520086,17.9027,34.1
13.3333,1981-01-14,08:00:00.00,0.520086,17.9261,34.1
13.375,1981-01-14,09:00:00.00,0.520086,17.9493,34.1
13.4167,1981-01-14,10:00:00.00,0.520086,17.9722,34.1
13.4583,1981-01-14,11:00:00.00,0.520086,17.9946,34.1
13.5,1981-01-14,12:00:00.00,0.520086,18.0166,34.1
13.5417,1981-01-14,13:00:00.00,0.520086,18.0385,34.1
13.5833,1981-01-14,14:00:00.00,0.520086,18.0604,34.1
13.625,1981-01-14,15:00:00.00,0.520086,18.082,34.1
13.6667,1981-01-14,16:00:00.00,0.520086,18.103,34.1
13.7083,1981-01-14,17:00:00.00,0.520086,18.1229,34.1
13.75,1981-01-14,18:00:00.00,0.520086,18.1409,34.1
13.7917,1981-01-14,19:00:00.00,0.520086,18.156,34.1
13.8333,1981-01-14,20:00:00.00,0.520086,18.1686,34.1
13.875,1981-01-14,21:00:00.00,0.520086,18.1795,34.1
13.9167,1981-01-14,22:00:00.00,0.520086,18.1899,34.1
13.9583,1981-01-14,23:00:00.00,0.520086,18.2014,34.1
14,1981-01-15,00:00:00.00,0.520086,18.2148,33.6
14.0417,1981-01-15,01:00:00.00,0.515826,18.2306,33.6
14.0833,1981-01-15,02:00:00.00,0.515826,18.2454,33.6
14.125,1981-01-15,03:00:00.00,0.515826,18.2478,33.6
14.1667,1981-01-15,04:00:00.00,0.515826,18.2547,33.6
14.2083,1981-01-15,05:00:00.00,0.515826,18.2766,33.6
14.25,1981-01-15,06:00:00.00,0.515826,18.2985,33.6
14.2917,1981-01-15,07:00:00.00,0.515826,18.3203,33.6
14.3333,1981-01-15,08:00:00.00,0.515826,18.3421,33.6
14.375,1981-01-15,09:00:00.00,0.515826,18.3637,33.6
14.4167,1981-01-15,10:00:00.00,0.515826,18.385,33.6
14.4583,1981-01-15,11:00:00.00,0.515826,18.4059,33.6
14.5,1981-01-15,12:00:00.00,0.515826,18.4265,33.6
14.5417,1981-01-15,13:00:00.00,0.515826,18.447,33.6
14.5833,1981-01-15,14:00:00.00,0.515826,18.4673,33.6
14.625,1981-01-15,15:00:00.00,0.515826,18.4874,33.6
14.6667,1981-01-15,16:00:00.00,0.515826,18.5068,33.6
14.7083,1981-01-15,17:00:00.00,0.515826,18.5251,33.6
14.75,1981-01-15,18:00:00.00,0.515826,18.5414,33.6
14.7917,1981-01-15,19:00:00.00,0.515826,18.5548,33.6
14.8333,1981-01-15,20:00:00.00,0.515826,18.5656,33.6
14.875,1981-01-15,21:00:00.00,0.515826,18.5748,33.6
14.9167,1981-01-15,22:00:00.00,0.515826,18.5835,33.6
14.9583,1981-01-15,23:00:00.00,0.515826,18.5931,33.6
15,1981-01-16,00:00:00.00,0.515826,18.6047,33.8
15.0417,1981-01-16,01:00:00.00,0.504653,18.6178,33.8
15.0833,1981-01-16,02:00:00.00,0.504653,18.6252,33.8
15.125,1981-01-16,03:00:00.00,0.504653,18.6032,33.8
15.1667,1981-01-16,04:00:00.00,0.504653,18.5906,33.8
15.2083,1981-01-16,05:00:00.00,0.504653,18.6107,33.8
15.25,1981-01-16,06:00:00.00,0.504653,18.6307,33.8
15.2917,1981-01-16,07:00:00.00,0.504653,18.6507,33.8
15.3333,1981-01-16,08:00:00.00,0.504653,18.6705,33.8
15.375,1981-01-16,09:00:00.00,0.504653,18.6901,33.8
15.4167,1981-01-16,10:00:00.00,0.504653,18.709,33.8
15.4583,1981-01-16,11:00:00.00,0.504653,18.7268,33.8
15.5,1981-01-16,12:00:00.00,0.504653,18.7439,33.8
15.5417,1981-01-16,13:00:00.00,0.504653,18.7609,33.8
15.5833,1981-01-16,14:00:00.00,0.504653,18.7777,33.8
15.625,1981-01-16,15:00:00.00,0.504653,18.7942,33.8
15.6667,1981-01-16,16:00:00.00,0.504653,18.81,33.8
15.7083,1981-01-16,17:00:00.00,0.504653,18.8247,33.8
15.75,1981-01-16,18:00:00.00,0.504653,18.8374,33.8
15.7917,1981-01-16,19:00:00.00,0.504653,18.8472,33.8
15.8333,1981-01-16,20:00:00.00,0.504653,18.8544,33.8
15.875,1981-01-16,21:00:00.00,0.504653,18.86,33.8
15.9167,1981-01-16,22:00:00.00,0.504653,18.8651,33.8
15.9583,1981-01-16,23:00:00.00,0.504653,18.8711,33.8
16,1981-01-17,00:00:00.00,0.504653,18.8791,33.9
16.0417,1981-01-17,01:00:00.00,0.494623,18.8889,33.9
16.0833,1981-01-17,02:00:00.00,0.494623,18.8963,33.9
16.125,1981-01-17,03:00:00.00,0.494623,18.8858,33.9
16.1667,1981-01-17,04:00:00.00,0.494623,18.8816,33.9
16.2083,1981-01-17,05:00:00.00,0.494623,18.8982,33.9
16.25,1981-01-17,06:00:00.00,0.494623,18.9148,33.9
16.2917,1981-01-17,07:00:00.00,0.494623,18.9314,33.9
16.3333,1981-01-17,08:00:00.00,0.494623,18.9478,33.9
16.375,1981-01-17,09:00:00.00,0.494623,18.9641,33.9
16.4167,1981-01-17,10:00:00.00,0.494623,18.9798,33.9
16.4583,1981-01-17,11:00:00.00,0.494623,18.9944,33.9
16.5,1981-01-17,12:00:00.00,0.494623,19.0084,33.9
16.5417,1981-01-17,13:00:00.00,0.494623,19.0223,33.9
16.5833,1981-01-17,14:00:00.00,0.494623,19.036,33.9
16.625,1981-01-17,15:00:00.00,0.494623,19.0495,33.9
16.6667,1981-01-17,16:00:00.00,0.494623,19.0623,33.9
16.7083,1981-01-17,17:00:00.00,0.494623,19.074,33.9
16.75,1981-01-17,18:00:00.00,0.494623,19.0837,33.9
16.7917,1981-01-17,19:00:00.00,0.494623,19.0906,33.9
16.8333,1981-01-17,20:00:00.00,0.494623,19.0948,33.9
16.875,1981-01-17,21:00:00.00,0.494623,19.0974,33.9
16.9167,1981-01-17,22:00:00.00,0.494623,19.0995,33.9
16.9583,1981-01-17,23:00:00.00,0.494623,19.1026,33.9
17,1981-01-18,00:00:00.00,0.494623,19.1077,33.9
17.0417,1981-01-18,01:00:00.00,0.487164,19.1157,33.9
17.0833,1981-01-18,02:00:00.00,0.487164,19.1236,33.9
17.125,1981-01-18,03:00:00.00,0.487164,19.1221,33.9
17.1667,1981-01-18,04:00:00.00,0.487164,19.1243,33.9
17.2083,1981-01-18,05:00:00.00,0.487164,19.1381,33.9
17.25,1981-01-18,06:00:00.00,0.487164,19.152,33.9
17.2917,1981-01-18,07:00:00.00,0.487164,19.1658,33.9
17.3333,1981-01-18,08:00:00.00,0.487164,19.1795,33.9
17.375,1981-01-18,09:00:00.00,0.487164,19.1931,33.9
