time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,1981-01-01,00:00:00.00,---,---,0.731479,611.687,0.0524755,0,0,0,15,627.53,0,0,0
0.0416667,1981-01-01,01:00:00.00,0.314162,0.338642,0.679899,611.785,0.0391683,0,0,0,15,627.504,0.0272001,0.0524398,4.06168e-13
0.0833333,1981-01-01,02:00:00.00,0.314162,0.338642,0.586877,611.854,0.0391683,0,0,0,15,627.48,0.0544003,0.104159,2.4819e-13
0.125,1981-01-01,03:00:00.00,0.314162,0.338642,0.514295,611.905,0.0391683,0,0,0,15,627.459,0.0816004,0.152636,4.54706e-13
0.166667,1981-01-01,04:00:00.00,0.314162,0.338642,0.462853,611.938,0.0391683,0,0,0,15,627.44,0.108801,0.198552,1.93734e-13
0.208333,1981-01-01,05:00:00.00,0.314162,0.338642,0.422765,611.959,0.0391683,0,0,0,15,627.421,0.136001,0.244467,4.165e-13
0.25,1981-01-01,06:00:00.00,0.314162,0.338642,0.383403,611.98,0.0391683,0,0,0,15,627.403,0.163201,0.290193,3.10918e-13
0.291667,1981-01-01,07:00:00.00,0.314162,0.338642,0.345168,612.001,0.0391683,0,0,0,15,627.385,0.190401,0.334845,2.49634e-13
0.333333,1981-01-01,08:00:00.00,0.314162,0.338642,0.30878,612.021,0.0391683,0,0,0,15,627.369,0.217601,0.377713,-8.34416e-05
0.375,1981-01-01,09:00:00.00,0.314162,0.338642,0.27649,612.041,0.0391683,0,0,0,15,627.357,0.244801,0.416546,-0.00116919
0.416667,1981-01-01,10:00:00.00,0.314162,0.338642,0.257744,612.059,0.0391683,0,0,0,15,627.356,0.272001,0.441909,-0.00338889
0.458333,1981-01-01,11:00:00.00,0.314162,0.338642,0.253852,612.077,0.0391683,0,0,0,15,627.37,0.299201,0.452512,-0.00652567
0.5,1981-01-01,12:00:00.00,0.314162,0.338642,0.254539,612.093,0.0391683,0,0,0,15,627.387,0.326402,0.458628,-0.0102374
0.541667,1981-01-01,13:00:00.00,0.314162,0.338642,0.255331,612.11,0.0391683,0,0,0,15,627.404,0.353602,0.464731,-0.01408
0.583333,1981-01-01,14:00:00.00,0.314162,0.338642,0.25614,612.127,0.0391683,0,0,0,15,627.422,0.380802,0.470909,-0.0175546
0.625,1981-01-01,15:00:00.00,0.314162,0.338642,0.256976,612.144,0.0391683,0,0,0,15,627.44,0.408002,0.477152,-0.0201709
0.666667,1981-01-01,16:00:00.00,0.314162,0.338642,0.257843,612.163,0.0391683,0,0,0,15,627.46,0.435202,0.483459,-0.0215137
0.708333,1981-01-01,17:00:00.00,0.314162,0.338642,0.258743,612.183,0.0391683,0,0,0,15,627.481,0.462402,0.489829,-0.0216173
0.75,1981-01-01,18:00:00.00,0.314162,0.338642,0.259671,612.203,0.0391683,0,0,0,15,627.501,0.489602,0.496266,-0.0216173
0.791667,1981-01-01,19:00:00.00,0.314162,0.338642,0.260612,612.222,0.0391683,0,0,0,15,627.522,0.516803,0.502781,-0.0216173
0.833333,1981-01-01,20:00:00.00,0.314162,0.338642,0.261546,612.242,0.0391683,0,0,0,15,627.543,0.544003,0.509389,-0.0216173
0.875,1981-01-01,21:00:00.00,0.314162,0.338642,0.262467,612.261,0.0391683,0,0,0,15,627.563,0.571203,0.516095,-0.0216173
0.916667,1981-01-01,22:00:00.00,0.314162,0.338642,0.263375,612.281,0.0391683,0,0,0,15,627.584,0.598403,0.522896,-0.0216173
0.958333,1981-01-01,23:00:00.00,0.314162,0.338642,0.26427,612.3,0.0391683,0,0,0,15,627.604,0.625603,0.52979,-0.0216173
1,1981-01-02,00:00:00.00,0.314162,0.338642,0.265152,612.32,0.0391683,0,0,0,15,627.624,0.652803,0.536777,-0.0216173
1.04167,1981-01-02,01:00:00.00,0.302407,0.325971,0.265927,612.339,0.0386758,0,0,0,15,627.643,0.678986,0.543853,-0.0216173
1.08333,1981-01-02,02:00:00.00,0.302407,0.325971,0.266612,612.357,0.0386758,0,0,0,15,627.662,0.705168,0.550998,-0.0216173
1.125,1981-01-02,03:00:00.00,0.302407,0.325971,0.267367,612.375,0.0386758,0,0,0,15,627.681,0.73135,0.558145,-0.0216173
1.16667,1981-01-02,04:00:00.00,0.302407,0.325971,0.268171,612.393,0.0386758,0,0,0,15,627.7,0.757533,0.56531,-0.0216173
1.20833,1981-01-02,05:00:00.00,0.302407,0.325971,0.268957,612.412,0.0386758,0,0,0,15,627.719,0.783715,0.572562,-0.0216173
1.25,1981-01-02,06:00:00.00,0.302407,0.325971,0.269725,612.43,0.0386758,0,0,0,15,627.738,0.809898,0.579899,-0.0216173
1.29167,1981-01-02,07:00:00.00,0.302407,0.325971,0.270476,612.448,0.0386758,0,0,0,15,627.757,0.83608,0.587318,-0.0216173
1.33333,1981-01-02,08:00:00.00,0.302407,0.325971,0.27121,612.465,0.0386758,0,0,0,15,627.775,0.862263,0.594818,-0.0217042
1.375,1981-01-02,09:00:00.00,0.302407,0.325971,0.271925,612.482,0.0386758,0,0,0,15,627.793,0.888445,0.602396,-0.0227996
1.41667,1981-01-02,10:00:00.00,0.302407,0.325971,0.272618,612.498,0.0386758,0,0,0,15,627.809,0.914627,0.610052,-0.0250301
1.45833,1981-01-02,11:00:00.00,0.302407,0.325971,0.273289,612.513,0.0386758,0,0,0,15,627.824,0.94081,0.617781,-0.0281788
1.5,1981-01-02,12:00:00.00,0.302407,0.325971,0.273937,612.527,0.0386758,0,0,0,15,627.839,0.966992,0.625581,-0.0319033
1.54167,1981-01-02,13:00:00.00,0.302407,0.325971,0.274563,612.54,0.0386758,0,0,0,15,627.854,0.993175,0.633451,-0.0357591
1.58333,1981-01-02,14:00:00.00,0.302407,0.325971,0.275171,612.555,0.0386758,0,0,0,15,627.868,1.01936,0.64139,-0.039247
1.625,1981-01-02,15:00:00.00,0.302407,0.325971,0.275765,612.569,0.0386758,0,0,0,15,627.884,1.04554,0.649395,-0.0418762
1.66667,1981-01-02,16:00:00.00,0.302407,0.325971,0.27635,612.586,0.0386758,0,0,0,15,627.901,1.07172,0.657465,-0.0432311
1.70833,1981-01-02,17:00:00.00,0.302407,0.325971,0.27693,612.603,0.0386758,0,0,0,15,627.919,1.0979,0.665599,-0.043339
1.75,1981-01-02,18:00:00.00,0.302407,0.325971,0.277508,612.62,0.0386758,0,0,0,15,627.937,1.12409,0.673794,-0.043339
1.79167,1981-01-02,19:00:00.00,0.302407,0.325971,0.278082,612.638,0.0386758,0,0,0,15,627.955,1.15027,0.682048,-0.043339
1.83333,1981-01-02,20:00:00.00,0.302407,0.325971,0.278653,612.655,0.0386758,0,0,0,15,627.972,1.17645,0.690357,-0.043339
1.875,1981-01-02,21:00:00.00,0.302407,0.325971,0.279221,612.672,0.0386758,0,0,0,15,627.99,1.20263,0.698721,-0.043339
1.91667,1981-01-02,22:00:00.00,0.302407,0.325971,0.279787,612.69,0.0386758,0,0,0,15,628.008,1.22882,0.707137,-0.043339
1.95833,1981-01-02,23:00:00.00,0.302407,0.325971,0.280351,612.707,0.0386758,0,0,0,15,628.026,1.255,0.715604,-0.043339
2,1981-01-03,00:00:00.00,0.302407,0.325971,0.280911,612.724,0.0386758,0,0,0,15,628.043,1.28118,0.724124,-0.043339
2.04167,1981-01-03,01:00:00.00,0.289905,0.312495,0.281345,612.74,0.0381533,0,0,0,15,628.06,1.30628,0.732695,-0.043339
2.08333,1981-01-03,02:00:00.00,0.289905,0.312495,0.281673,612.757,0.0381533,0,0,0,15,628.076,1.33138,0.741293,-0.043339
2.125,1981-01-03,03:00:00.00,0.289905,0.312495,0.282109,612.773,0.0381533,0,0,0,15,628.093,1.35648,0.749827,-0.043339
2.16667,1981-01-03,04:00:00.00,0.289905,0.312495,0.282625,612.789,0.0381533,0,0,0,15,628.11,1.38158,0.75832,-0.043339
2.20833,1981-01-03,05:00:00.00,0.289905,0.312495,0.28313,612.805,0.0381533,0,0,0,15,628.126,1.40668,0.766866,-0.043339
2.25,1981-01-03,06:00:00.00,0.289905,0.312495,0.283624,612.821,0.0381533,0,0,0,15,628.143,1.43178,0.775463,-0.043339
2.29167,1981-01-03,07:00:00.00,0.289905,0.312495,0.284107,612.837,0.0381533,0,0,0,15,628.159,1.45688,0.784111,-0.043339
2.33333,1981-01-03,08:00:00.00,0.289905,0.312495,0.28458,612.853,0.0381533,0,0,0,15,628.175,1.48198,0.792808,-0.0434297
2.375,1981-01-03,09:00:00.00,0.289905,0.312495,0.285042,612.867,0.0381533,0,0,0,15,628.191,1.50708,0.801554,-0.0445355
2.41667,1981-01-03,10:00:00.00,0.289905,0.312495,0.285494,612.881,0.0381533,0,0,0,15,628.205,1.53218,0.810347,-0.0467778
2.45833,1981-01-03,11:00:00.00,0.289905,0.312495,0.28594,612.894,0.0381533,0,0,0,15,628.218,1.55728,0.819184,-0.0499394
2.5,1981-01-03,12:00:00.00,0.289905,0.312495,0.28638,612.906,0.0381533,0,0,0,15,628.23,1.58238,0.828063,-0.0536777
2.54167,1981-01-03,13:00:00.00,0.289905,0.312495,0.286811,612.918,0.0381533,0,0,0,15,628.243,1.60748,0.836985,-0.0575477
2.58333,1981-01-03,14:00:00.00,0.289905,0.312495,0.287237,612.93,0.0381533,0,0,0,15,628.255,1.63258,0.845947,-0.06105
2.625,1981-01-03,15:00:00.00,0.289905,0.312495,0.287663,612.943,0.0381533,0,0,0,15,628.269,1.65768,0.85495,-0.063693
2.66667,1981-01-03,16:00:00.00,0.289905,0.312495,0.288101,612.957,0.0381533,0,0,0,15,628.283,1.68278,0.863993,-0.0650611
2.70833,1981-01-03,17:00:00.00,0.289905,0.312495,0.288559,612.973,0.0381533,0,0,0,15,628.299,1.70788,0.873074,-0.0651738
2.75,1981-01-03,18:00:00.00,0.289905,0.312495,0.289038,612.988,0.0381533,0,0,0,15,628.315,1.73298,0.882193,-0.0651738
2.79167,1981-01-03,19:00:00.00,0.289905,0.312495,0.289529,613.004,0.0381533,0,0,0,15,628.331,1.75808,0.891348,-0.0651738
2.83333,1981-01-03,20:00:00.00,0.289905,0.312495,0.290024,613.019,0.0381533,0,0,0,15,628.347,1.78318,0.900541,-0.0651738
2.875,1981-01-03,21:00:00.00,0.289905,0.312495,0.29052,613.034,0.0381533,0,0,0,15,628.363,1.80828,0.909772,-0.0651738
2.91667,1981-01-03,22:00:00.00,0.289905,0.312495,0.291016,613.05,0.0381533,0,0,0,15,628.379,1.83338,0.919041,-0.0651738
2.95833,1981-01-03,23:00:00.00,0.289905,0.312495,0.291513,613.065,0.0381533,0,0,0,15,628.395,1.85848,0.928348,-0.0651738
3,1981-01-04,00:00:00.00,0.289905,0.312495,0.29201,613.08,0.0381533,0,0,0,15,628.41,1.88358,0.937693,-0.0651738
3.04167,1981-01-04,01:00:00.00,0.285435,0.307677,0.292492,613.095,0.0379775,0,0,0,15,628.426,1.90829,0.947077,-0.0651738
3.08333,1981-01-04,02:00:00.00,0.285435,0.307677,0.292959,613.11,0.0379775,0,0,0,15,628.441,1.93301,0.956499,-0.0651738
3.125,1981-01-04,03:00:00.00,0.285435,0.307677,0.293432,613.125,0.0379775,0,0,0,15,628.456,1.95772,0.965951,-0.0651738
3.16667,1981-01-04,04:00:00.00,0.285435,0.307677,0.293912,613.14,0.0379775,0,0,0,15,628.471,1.98243,0.975435,-0.0651738
3.20833,1981-01-04,05:00:00.00,0.285435,0.307677,0.29439,613.154,0.0379775,0,0,0,15,628.487,2.00715,0.984959,-0.0651738
3.25,1981-01-04,06:00:00.00,0.285435,0.307677,0.294866,613.169,0.0379775,0,0,0,15,628.502,2.03186,0.994523,-0.0651738
3.29167,1981-01-04,07:00:00.00,0.285435,0.307677,0.295341,613.184,0.0379775,0,0,0,15,628.517,2.05657,1.00413,-0.0651738
3.33333,1981-01-04,08:00:00.00,0.285435,0.307677,0.295815,613.198,0.0379775,0,0,0,15,628.532,2.08128,1.01377,-0.0652686
3.375,1981-01-04,09:00:00.00,0.285435,0.307677,0.296282,613.212,0.0379775,0,0,0,15,628.546,2.106,1.02345,-0.0663856
3.41667,1981-01-04,10:00:00.00,0.285435,0.307677,0.296736,613.224,0.0379775,0,0,0,15,628.559,2.13071,1.03317,-0.0686405
3.45833,1981-01-04,11:00:00.00,0.285435,0.307677,0.297173,613.235,0.0379775,0,0,0,15,628.57,2.15542,1.04293,-0.0718159
3.5,1981-01-04,12:00:00.00,0.285435,0.307677,0.297591,613.246,0.0379775,0,0,0,15,628.581,2.18014,1.05274,-0.0755689
3.54167,1981-01-04,13:00:00.00,0.285435,0.307677,0.297993,613.256,0.0379775,0,0,0,15,628.592,2.20485,1.06258,-0.0794543
3.58333,1981-01-04,14:00:00.00,0.285435,0.307677,0.298382,613.267,0.0379775,0,0,0,15,628.604,2.22956,1.07246,-0.0829719
3.625,1981-01-04,15:00:00.00,0.285435,0.307677,0.298764,613.279,0.0379775,0,0,0,15,628.616,2.25428,1.08237,-0.0856299
3.66667,1981-01-04,16:00:00.00,0.285435,0.307677,0.299145,613.292,0.0379775,0,0,0,15,628.629,2.27899,1.09233,-0.087012
3.70833,1981-01-04,17:00:00.00,0.285435,0.307677,0.299533,613.306,0.0379775,0,0,0,15,628.644,2.3037,1.10232,-0.0871299
3.75,1981-01-04,18:00:00.00,0.285435,0.307677,0.299929,613.321,0.0379775,0,0,0,15,628.659,2.32841,1.11234,-0.0871299
3.79167,1981-01-04,19:00:00.00,0.285435,0.307677,0.300332,613.335,0.0379775,0,0,0,15,628.673,2.35313,1.1224,-0.0871299
3.83333,1981-01-04,20:00:00.00,0.285435,0.307677,0.300742,613.349,0.0379775,0,0,0,15,628.688,2.37784,1.13248,-0.0871299
3.875,1981-01-04,21:00:00.00,0.285435,0.307677,0.301159,613.363,0.0379775,0,0,0,15,628.702,2.40255,1.1426,-0.0871299
3.91667,1981-01-04,22:00:00.00,0.285435,0.307677,0.301583,613.377,0.0379775,0,0,0,15,628.717,2.42727,1.15274,-0.0871299
3.95833,1981-01-04,23:00:00.00,0.285435,0.307677,0.302013,613.392,0.0379775,0,0,0,15,628.732,2.45198,1.16291,-0.0871299
4,1981-01-05,00:00:00.00,0.285435,0.307677,0.302448,613.406,0.0379775,0,0,0,15,628.746,2.47669,1.17312,-0.0871299
4.04167,1981-01-05,01:00:00.00,0.284491,0.306659,0.302889,613.42,0.0379451,0,0,0,15,628.76,2.50132,1.18335,-0.0871299
4.08333,1981-01-05,02:00:00.00,0.284491,0.306659,0.303335,613.434,0.0379451,0,0,0,15,628.775,2.52596,1.19362,-0.0871299
4.125,1981-01-05,03:00:00.00,0.284491,0.306659,0.303776,613.447,0.0379451,0,0,0,15,628.789,2.55059,1.20393,-0.0871299
4.16667,1981-01-05,04:00:00.00,0.284491,0.306659,0.304213,613.461,0.0379451,0,0,0,15,628.803,2.57522,1.21428,-0.0871299
4.20833,1981-01-05,05:00:00.00,0.284491,0.306659,0.30465,613.475,0.0379451,0,0,0,15,628.818,2.59985,1.22466,-0.0871299
4.25,1981-01-05,06:00:00.00,0.284491,0.306659,0.305087,613.489,0.0379451,0,0,0,15,628.832,2.62448,1.23508,-0.0871299
4.29167,1981-01-05,07:00:00.00,0.284491,0.306659,0.305522,613.503,0.0379451,0,0,0,15,628.846,2.64911,1.24553,-0.0871299
4.33333,1981-01-05,08:00:00.00,0.284491,0.306659,0.305958,613.516,0.0379451,0,0,0,15,628.86,2.67374,1.25602,-0.0872293
4.375,1981-01-05,09:00:00.00,0.284491,0.306659,0.306389,613.529,0.0379451,0,0,0,15,628.873,2.69837,1.26655,-0.0883583
4.41667,1981-01-05,10:00:00.00,0.284491,0.306659,0.306809,613.54,0.0379451,0,0,0,15,628.885,2.723,1.27711,-0.0906266
4.45833,1981-01-05,11:00:00.00,0.284491,0.306659,0.307215,613.551,0.0379451,0,0,0,15,628.896,2.74764,1.2877,-0.0938168
4.5,1981-01-05,12:00:00.00,0.284491,0.306659,0.307605,613.56,0.0379451,0,0,0,15,628.906,2.77227,1.29833,-0.0975856
4.54167,1981-01-05,13:00:00.00,0.284491,0.306659,0.30798,613.57,0.0379451,0,0,0,15,628.916,2.7969,1.30899,-0.101487
4.58333,1981-01-05,14:00:00.00,0.284491,0.306659,0.308344,613.58,0.0379451,0,0,0,15,628.926,2.82153,1.31969,-0.105021
4.625,1981-01-05,15:00:00.00,0.284491,0.306659,0.308702,613.591,0.0379451,0,0,0,15,628.938,2.84616,1.33043,-0.107695
4.66667,1981-01-05,16:00:00.00,0.284491,0.306659,0.309062,613.603,0.0379451,0,0,0,15,628.95,2.87079,1.3412,-0.109092
4.70833,1981-01-05,17:00:00.00,0.284491,0.306659,0.309428,613.616,0.0379451,0,0,0,15,628.964,2.89542,1.352,-0.109216
4.75,1981-01-05,18:00:00.00,0.284491,0.306659,0.309804,613.63,0.0379451,0,0,0,15,628.978,2.92005,1.36283,-0.109216
4.79167,1981-01-05,19:00:00.00,0.284491,0.306659,0.310189,613.643,0.0379451,0,0,0,15,628.991,2.94469,1.3737,-0.109216
4.83333,1981-01-05,20:00:00.00,0.284491,0.306659,0.310582,613.657,0.0379451,0,0,0,15,629.005,2.96932,1.38459,-0.109216
4.875,1981-01-05,21:00:00.00,0.284491,0.306659,0.310982,613.67,0.0379451,0,0,0,15,629.019,2.99395,1.3955,-0.109216
4.91667,1981-01-05,22:00:00.00,0.284491,0.306659,0.31139,613.683,0.0379451,0,0,0,15,629.033,3.01858,1.40645,-0.109216
4.95833,1981-01-05,23:00:00.00,0.284491,0.306659,0.311807,613.696,0.0379451,0,0,0,15,629.046,3.04321,1.41742,-0.109216
5,1981-01-06,00:00:00.00,0.284491,0.306659,0.312233,613.71,0.0379451,0,0,0,15,629.06,3.06784,1.42842,-0.109216
5.04167,1981-01-06,01:00:00.00,0.283264,0.305336,0.312647,613.723,0.0378861,0,0,0,15,629.073,3.09237,1.43945,-0.109216
5.08333,1981-01-06,02:00:00.00,0.283264,0.305336,0.31305,613.736,0.0378861,0,0,0,15,629.087,3.11689,1.45051,-0.109216
5.125,1981-01-06,03:00:00.00,0.283264,0.305336,0.313468,613.749,0.0378861,0,0,0,15,629.1,3.14142,1.46158,-0.109216
5.16667,1981-01-06,04:00:00.00,0.283264,0.305336,0.3139,613.762,0.0378861,0,0,0,15,629.114,3.16594,1.47269,-0.109216
5.20833,1981-01-06,05:00:00.00,0.283264,0.305336,0.314332,613.775,0.0378861,0,0,0,15,629.127,3.19047,1.48382,-0.109216
5.25,1981-01-06,06:00:00.00,0.283264,0.305336,0.314765,613.788,0.0378861,0,0,0,15,629.14,3.21499,1.49499,-0.109216
5.29167,1981-01-06,07:00:00.00,0.283264,0.305336,0.315199,613.801,0.0378861,0,0,0,15,629.154,3.23952,1.50619,-0.109216
5.33333,1981-01-06,08:00:00.00,0.283264,0.305336,0.315635,613.813,0.0378861,0,0,0,15,629.167,3.26404,1.51743,-0.10932
5.375,1981-01-06,09:00:00.00,0.283264,0.305336,0.316069,613.825,0.0378861,0,0,0,15,629.179,3.28857,1.5287,-0.110462
5.41667,1981-01-06,10:00:00.00,0.283264,0.305336,0.316494,613.836,0.0378861,0,0,0,15,629.19,3.31309,1.54,-0.112745
5.45833,1981-01-06,11:00:00.00,0.283264,0.305336,0.316906,613.845,0.0378861,0,0,0,15,629.2,3.33762,1.55134,-0.115951
5.5,1981-01-06,12:00:00.00,0.283264,0.305336,0.317304,613.854,0.0378861,0,0,0,15,629.209,3.36214,1.56272,-0.119736
5.54167,1981-01-06,13:00:00.00,0.283264,0.305336,0.317688,613.863,0.0378861,0,0,0,15,629.219,3.38667,1.57413,-0.123655
5.58333,1981-01-06,14:00:00.00,0.283264,0.305336,0.318062,613.872,0.0378861,0,0,0,15,629.228,3.41119,1.58558,-0.127207
5.625,1981-01-06,15:00:00.00,0.283264,0.305336,0.318432,613.882,0.0378861,0,0,0,15,629.238,3.43572,1.59706,-0.129898
5.66667,1981-01-06,16:00:00.00,0.283264,0.305336,0.318804,613.893,0.0378861,0,0,0,15,629.25,3.46024,1.60857,-0.131311
5.70833,1981-01-06,17:00:00.00,0.283264,0.305336,0.319184,613.906,0.0378861,0,0,0,15,629.263,3.48477,1.62012,-0.131441
5.75,1981-01-06,18:00:00.00,0.283264,0.305336,0.319575,613.918,0.0378861,0,0,0,15,629.276,3.50929,1.63171,-0.131441
5.79167,1981-01-06,19:00:00.00,0.283264,0.305336,0.319974,613.931,0.0378861,0,0,0,15,629.289,3.53382,1.64332,-0.131441
5.83333,1981-01-06,20:00:00.00,0.283264,0.305336,0.320382,613.943,0.0378861,0,0,0,15,629.302,3.55834,1.65497,-0.131441
5.875,1981-01-06,21:00:00.00,0.283264,0.305336,0.320798,613.956,0.0378861,0,0,0,15,629.314,3.58287,1.66664,-0.131441
5.91667,1981-01-06,22:00:00.00,0.283264,0.305336,0.321222,613.968,0.0378861,0,0,0,15,629.327,3.60739,1.67834,-0.131441
5.95833,1981-01-06,23:00:00.00,0.283264,0.305336,0.321653,613.98,0.0378861,0,0,0,15,629.34,3.63192,1.69007,-0.131441
6,1981-01-07,00:00:00.00,0.283264,0.305336,0.32209,613.993,0.0378861,0,0,0,15,629.353,3.65644,1.70183,-0.131441
6.04167,1981-01-07,01:00:00.00,0.275217,0.296662,0.322497,614.005,0.0375481,0,0,0,15,629.365,3.68027,1.71362,-0.131441
6.08333,1981-01-07,02:00:00.00,0.275217,0.296662,0.322878,614.016,0.0375481,0,0,0,15,629.377,3.7041,1.72544,-0.131441
6.125,1981-01-07,03:00:00.00,0.275217,0.296662,0.323291,614.028,0.0375481,0,0,0,15,629.389,3.72793,1.73726,-0.131441
6.16667,1981-01-07,04:00:00.00,0.275217,0.296662,0.323726,614.04,0.0375481,0,0,0,15,629.401,3.75176,1.74909,-0.131441
6.20833,1981-01-07,05:00:00.00,0.275217,0.296662,0.32416,614.051,0.0375481,0,0,0,15,629.413,3.77558,1.76095,-0.131441
6.25,1981-01-07,06:00:00.00,0.275217,0.296662,0.324596,614.063,0.0375481,0,0,0,15,629.425,3.79941,1.77286,-0.131441
6.29167,1981-01-07,07:00:00.00,0.275217,0.296662,0.325035,614.074,0.0375481,0,0,0,15,629.437,3.82324,1.7848,-0.131441
6.33333,1981-01-07,08:00:00.00,0.275217,0.296662,0.325475,614.085,0.0375481,0,0,0,15,629.448,3.84707,1.79677,-0.13155
6.375,1981-01-07,09:00:00.00,0.275217,0.296662,0.325908,614.096,0.0375481,0,0,0,15,629.459,3.8709,1.80878,-0.132706
6.41667,1981-01-07,10:00:00.00,0.275217,0.296662,0.326328,614.105,0.0375481,0,0,0,15,629.469,3.89473,1.82083,-0.135003
6.45833,1981-01-07,11:00:00.00,0.275217,0.296662,0.326731,614.113,0.0375481,0,0,0,15,629.477,3.91855,1.83291,-0.138226
6.5,1981-01-07,12:00:00.00,0.275217,0.296662,0.327115,614.12,0.0375481,0,0,0,15,629.485,3.94238,1.84503,-0.142029
6.54167,1981-01-07,13:00:00.00,0.275217,0.296662,0.327483,614.128,0.0375481,0,0,0,15,629.493,3.96621,1.85718,-0.145967
6.58333,1981-01-07,14:00:00.00,0.275217,0.296662,0.327839,614.135,0.0375481,0,0,0,15,629.501,3.99004,1.86936,-0.149537
6.625,1981-01-07,15:00:00.00,0.275217,0.296662,0.328189,614.144,0.0375481,0,0,0,15,629.51,4.01387,1.88158,-0.152245
6.66667,1981-01-07,16:00:00.00,0.275217,0.296662,0.328541,614.154,0.0375481,0,0,0,15,629.52,4.0377,1.89383,-0.153675
6.70833,1981-01-07,17:00:00.00,0.275217,0.296662,0.328902,614.165,0.0375481,0,0,0,15,629.531,4.06152,1.90611,-0.153812
6.75,1981-01-07,18:00:00.00,0.275217,0.296662,0.329274,614.176,0.0375481,0,0,0,15,629.543,4.08535,1.91842,-0.153812
6.79167,1981-01-07,19:00:00.00,0.275217,0.296662,0.329655,614.187,0.0375481,0,0,0,15,629.554,4.10918,1.93076,-0.153812
6.83333,1981-01-07,20:00:00.00,0.275217,0.296662,0.330044,614.198,0.0375481,0,0,0,15,629.566,4.13301,1.94313,-0.153812
6.875,1981-01-07,21:00:00.00,0.275217,0.296662,0.330441,614.209,0.0375481,0,0,0,15,629.577,4.15684,1.95552,-0.153812
6.91667,1981-01-07,22:00:00.00,0.275217,0.296662,0.330845,614.22,0.0375481,0,0,0,15,629.589,4.18066,1.96794,-0.153812
6.95833,1981-01-07,23:00:00.00,0.275217,0.296662,0.331257,614.231,0.0375481,0,0,0,15,629.6,4.20449,1.98038,-0.153812
7,1981-01-08,00:00:00.00,0.275217,0.296662,0.331673,614.242,0.0375481,0,0,0,15,629.611,4.22832,1.99285,-0.153812
7.04167,1981-01-08,01:00:00.00,0.270761,0.291859,0.332055,614.253,0.0373662,0,0,0,15,629.622,4.25176,2.00535,-0.153812
7.08333,1981-01-08,02:00:00.00,0.270761,0.291859,0.332406,614.263,0.0373662,0,0,0,15,629.633,4.27521,2.01787,-0.153812
7.125,1981-01-08,03:00:00.00,0.270761,0.291859,0.332791,614.274,0.0373662,0,0,0,15,629.644,4.29865,2.03038,-0.153812
7.16667,1981-01-08,04:00:00.00,0.270761,0.291859,0.333203,614.284,0.0373662,0,0,0,15,629.655,4.32209,2.0429,-0.153812
7.20833,1981-01-08,05:00:00.00,0.270761,0.291859,0.333613,614.295,0.0373662,0,0,0,15,629.666,4.34553,2.05545,-0.153812
7.25,1981-01-08,06:00:00.00,0.270761,0.291859,0.334021,614.305,0.0373662,0,0,0,15,629.677,4.36898,2.06804,-0.153812
7.29167,1981-01-08,07:00:00.00,0.270761,0.291859,0.334427,614.316,0.0373662,0,0,0,15,629.688,4.39242,2.08065,-0.153812
7.33333,1981-01-08,08:00:00.00,0.270761,0.291859,0.334831,614.326,0.0373662,0,0,0,15,629.698,4.41586,2.0933,-0.153928
7.375,1981-01-08,09:00:00.00,0.270761,0.291859,0.335229,614.335,0.0373662,0,0,0,15,629.708,4.4393,2.10598,-0.155097
7.41667,1981-01-08,10:00:00.00,0.270761,0.291859,0.335614,614.343,0.0373662,0,0,0,15,629.716,4.46275,2.1187,-0.157411
7.45833,1981-01-08,11:00:00.00,0.270761,0.291859,0.335982,614.35,0.0373662,0,0,0,15,629.724,4.48619,2.13144,-0.160651
7.5,1981-01-08,12:00:00.00,0.270761,0.291859,0.336332,614.357,0.0373662,0,0,0,15,629.731,4.50963,2.14422,-0.164473
7.54167,1981-01-08,13:00:00.00,0.270761,0.291859,0.336666,614.363,0.0373662,0,0,0,15,629.737,4.53307,2.15702,-0.16843
7.58333,1981-01-08,14:00:00.00,0.270761,0.291859,0.336989,614.37,0.0373662,0,0,0,15,629.744,4.55652,2.16986,-0.172019
7.625,1981-01-08,15:00:00.00,0.270761,0.291859,0.337306,614.377,0.0373662,0,0,0,15,629.752,4.57996,2.18273,-0.174747
7.66667,1981-01-08,16:00:00.00,0.270761,0.291859,0.337625,614.386,0.0373662,0,0,0,15,629.761,4.6034,2.19563,-0.176195
7.70833,1981-01-08,17:00:00.00,0.270761,0.291859,0.337954,614.396,0.0373662,0,0,0,15,629.772,4.62684,2.20856,-0.176339
7.75,1981-01-08,18:00:00.00,0.270761,0.291859,0.338294,614.406,0.0373662,0,0,0,15,629.782,4.65029,2.22151,-0.176339
7.79167,1981-01-08,19:00:00.00,0.270761,0.291859,0.338643,614.417,0.0373662,0,0,0,15,629.793,4.67373,2.23449,-0.176339
7.83333,1981-01-08,20:00:00.00,0.270761,0.291859,0.339001,614.427,0.0373662,0,0,0,15,629.803,4.69717,2.2475,-0.176339
