time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
255.625,1981-09-13,15:00:00.00,1.29186,1.39253,1.16108,624.755,0.0803631,0,0,0,15,640.996,347.33,319.049,-14.8139
255.667,1981-09-13,16:00:00.00,1.29186,1.39253,1.16361,624.776,0.0803631,0,0,0,15,641.02,347.442,319.133,-14.8186
255.708,1981-09-13,17:00:00.00,1.29186,1.39253,1.16614,624.798,0.0803631,0,0,0,15,641.045,347.553,319.217,-14.8217
255.75,1981-09-13,18:00:00.00,1.29186,1.39253,1.16869,624.822,0.0803631,0,0,0,15,641.072,347.665,319.3,-14.8229
255.792,1981-09-13,19:00:00.00,1.29186,1.39253,1.17128,624.848,0.0803631,0,0,0,15,641.099,347.777,319.385,-14.8229
255.833,1981-09-13,20:00:00.00,1.29186,1.39253,1.17389,624.872,0.0803631,0,0,0,15,641.127,347.889,319.469,-14.8229
255.875,1981-09-13,21:00:00.00,1.29186,1.39253,1.17653,624.897,0.0803631,0,0,0,15,641.154,348.001,319.553,-14.8229
255.917,1981-09-13,22:00:00.00,1.29186,1.39253,1.17918,624.922,0.0803631,0,0,0,15,641.181,348.113,319.638,-14.8229
255.958,1981-09-13,23:00:00.00,1.29186,1.39253,1.18184,624.946,0.0803631,0,0,0,15,641.208,348.224,319.723,-14.8229
256,1981-09-14,00:00:00.00,1.29186,1.39253,1.1845,624.97,0.0803631,0,0,0,15,641.235,348.336,319.808,-14.8229
256.042,1981-09-14,01:00:00.00,1.20665,1.30068,1.18644,624.991,0.0767578,0,0,0,15,641.254,348.441,319.893,-14.8229
256.083,1981-09-14,02:00:00.00,1.20665,1.30068,1.18771,625.009,0.0767578,0,0,0,15,641.273,348.545,319.979,-14.8229
256.125,1981-09-14,03:00:00.00,1.20665,1.30068,1.18948,625.027,0.0767578,0,0,0,15,641.293,348.65,320.064,-14.8229
256.167,1981-09-14,04:00:00.00,1.20665,1.30068,1.19162,625.044,0.0767578,0,0,0,15,641.313,348.754,320.148,-14.8229
256.208,1981-09-14,05:00:00.00,1.20665,1.30068,1.19364,625.062,0.0767578,0,0,0,15,641.332,348.859,320.233,-14.8229
256.25,1981-09-14,06:00:00.00,1.20665,1.30068,1.19556,625.08,0.0767578,0,0,0,15,641.352,348.963,320.318,-14.8229
256.292,1981-09-14,07:00:00.00,1.20665,1.30068,1.19738,625.096,0.0767578,0,0,0,15,641.37,349.068,320.403,-14.8238
256.333,1981-09-14,08:00:00.00,1.20665,1.30068,1.19909,625.111,0.0767578,0,0,0,15,641.387,349.172,320.489,-14.8261
256.375,1981-09-14,09:00:00.00,1.20665,1.30068,1.20068,625.125,0.0767578,0,0,0,15,641.402,349.277,320.574,-14.8298
256.417,1981-09-14,10:00:00.00,1.20665,1.30068,1.20218,625.137,0.0767578,0,0,0,15,641.416,349.381,320.66,-14.8349
256.458,1981-09-14,11:00:00.00,1.20665,1.30068,1.20362,625.148,0.0767578,0,0,0,15,641.428,349.486,320.746,-14.841
256.5,1981-09-14,12:00:00.00,1.20665,1.30068,1.20502,625.158,0.0767578,0,0,0,15,641.44,349.59,320.832,-14.8479
256.542,1981-09-14,13:00:00.00,1.20665,1.30068,1.20639,625.168,0.0767578,0,0,0,15,641.451,349.694,320.918,-14.855
256.583,1981-09-14,14:00:00.00,1.20665,1.30068,1.20773,625.178,0.0767578,0,0,0,15,641.463,349.799,321.004,-14.8618
256.625,1981-09-14,15:00:00.00,1.20665,1.30068,1.20907,625.189,0.0767578,0,0,0,15,641.475,349.903,321.09,-14.8678
256.667,1981-09-14,16:00:00.00,1.20665,1.30068,1.21041,625.201,0.0767578,0,0,0,15,641.488,350.008,321.177,-14.8724
256.708,1981-09-14,17:00:00.00,1.20665,1.30068,1.21178,625.215,0.0767578,0,0,0,15,641.503,350.112,321.263,-14.8754
256.75,1981-09-14,18:00:00.00,1.20665,1.30068,1.21319,625.23,0.0767578,0,0,0,15,641.52,350.217,321.35,-14.8766
256.792,1981-09-14,19:00:00.00,1.20665,1.30068,1.21466,625.246,0.0767578,0,0,0,15,641.538,350.321,321.437,-14.8766
256.833,1981-09-14,20:00:00.00,1.20665,1.30068,1.21617,625.262,0.0767578,0,0,0,15,641.555,350.426,321.524,-14.8766
256.875,1981-09-14,21:00:00.00,1.20665,1.30068,1.21773,625.278,0.0767578,0,0,0,15,641.573,350.53,321.61,-14.8766
256.917,1981-09-14,22:00:00.00,1.20665,1.30068,1.21931,625.294,0.0767578,0,0,0,15,641.59,350.635,321.697,-14.8766
256.958,1981-09-14,23:00:00.00,1.20665,1.30068,1.22092,625.31,0.0767578,0,0,0,15,641.608,350.739,321.785,-14.8766
257,1981-09-15,00:00:00.00,1.20665,1.30068,1.22254,625.326,0.0767578,0,0,0,15,641.625,350.844,321.872,-14.8766
257.042,1981-09-15,01:00:00.00,1.09471,1.18001,1.22359,625.337,0.07199,0,0,0,15,641.632,350.938,321.959,-14.8766
257.083,1981-09-15,02:00:00.00,1.09471,1.18001,1.22406,625.344,0.07199,0,0,0,15,641.64,351.033,322.047,-14.8766
257.125,1981-09-15,03:00:00.00,1.09471,1.18001,1.22487,625.351,0.07199,0,0,0,15,641.648,351.128,322.133,-14.8766
257.167,1981-09-15,04:00:00.00,1.09471,1.18001,1.22595,625.358,0.07199,0,0,0,15,641.656,351.223,322.22,-14.8766
257.208,1981-09-15,05:00:00.00,1.09471,1.18001,1.22693,625.365,0.07199,0,0,0,15,641.664,351.318,322.307,-14.8766
257.25,1981-09-15,06:00:00.00,1.09471,1.18001,1.22782,625.372,0.07199,0,0,0,15,641.671,351.412,322.394,-14.8766
257.292,1981-09-15,07:00:00.00,1.09471,1.18001,1.22863,625.378,0.07199,0,0,0,15,641.678,351.507,322.481,-14.8775
257.333,1981-09-15,08:00:00.00,1.09471,1.18001,1.22934,625.382,0.07199,0,0,0,15,641.684,351.602,322.568,-14.8797
257.375,1981-09-15,09:00:00.00,1.09471,1.18001,1.22995,625.386,0.07199,0,0,0,15,641.687,351.697,322.655,-14.8834
257.417,1981-09-15,10:00:00.00,1.09471,1.18001,1.23046,625.387,0.07199,0,0,0,15,641.69,351.791,322.743,-14.8884
257.458,1981-09-15,11:00:00.00,1.09471,1.18001,1.23091,625.388,0.07199,0,0,0,15,641.691,351.886,322.83,-14.8945
257.5,1981-09-15,12:00:00.00,1.09471,1.18001,1.23131,625.388,0.07199,0,0,0,15,641.692,351.981,322.918,-14.9013
257.542,1981-09-15,13:00:00.00,1.09471,1.18001,1.23167,625.388,0.07199,0,0,0,15,641.692,352.076,323.005,-14.9084
257.583,1981-09-15,14:00:00.00,1.09471,1.18001,1.23201,625.388,0.07199,0,0,0,15,641.692,352.171,323.093,-14.9152
257.625,1981-09-15,15:00:00.00,1.09471,1.18001,1.23233,625.389,0.07199,0,0,0,15,641.693,352.265,323.18,-14.9211
257.667,1981-09-15,16:00:00.00,1.09471,1.18001,1.23266,625.391,0.07199,0,0,0,15,641.696,352.36,323.268,-14.9257
257.708,1981-09-15,17:00:00.00,1.09471,1.18001,1.233,625.395,0.07199,0,0,0,15,641.7,352.455,323.356,-14.9287
257.75,1981-09-15,18:00:00.00,1.09471,1.18001,1.2334,625.401,0.07199,0,0,0,15,641.706,352.55,323.444,-14.9298
257.792,1981-09-15,19:00:00.00,1.09471,1.18001,1.23384,625.407,0.07199,0,0,0,15,641.713,352.644,323.531,-14.9298
257.833,1981-09-15,20:00:00.00,1.09471,1.18001,1.23434,625.414,0.07199,0,0,0,15,641.72,352.739,323.619,-14.9298
257.875,1981-09-15,21:00:00.00,1.09471,1.18001,1.23487,625.42,0.07199,0,0,0,15,641.727,352.834,323.707,-14.9298
257.917,1981-09-15,22:00:00.00,1.09471,1.18001,1.23544,625.426,0.07199,0,0,0,15,641.734,352.929,323.795,-14.9298
257.958,1981-09-15,23:00:00.00,1.09471,1.18001,1.23603,625.433,0.07199,0,0,0,15,641.741,353.024,323.883,-14.9298
258,1981-09-16,00:00:00.00,1.09471,1.18001,1.23665,625.439,0.07199,0,0,0,15,641.748,353.118,323.971,-14.9298
258.042,1981-09-16,01:00:00.00,0.979524,1.05585,1.23665,625.441,0.0671086,0,0,0,15,641.744,353.203,324.059,-14.9298
258.083,1981-09-16,02:00:00.00,0.979524,1.05585,1.23605,625.438,0.0671086,0,0,0,15,641.741,353.288,324.146,-14.9298
258.125,1981-09-16,03:00:00.00,0.979524,1.05585,1.23581,625.436,0.0671086,0,0,0,15,641.739,353.373,324.234,-14.9298
258.167,1981-09-16,04:00:00.00,0.979524,1.05585,1.23584,625.434,0.0671086,0,0,0,15,641.737,353.458,324.321,-14.9298
258.208,1981-09-16,05:00:00.00,0.979524,1.05585,1.23576,625.432,0.0671086,0,0,0,15,641.735,353.542,324.408,-14.9298
258.25,1981-09-16,06:00:00.00,0.979524,1.05585,1.23559,625.43,0.0671086,0,0,0,15,641.732,353.627,324.495,-14.9298
258.292,1981-09-16,07:00:00.00,0.979524,1.05585,1.23533,625.427,0.0671086,0,0,0,15,641.729,353.712,324.582,-14.9306
258.333,1981-09-16,08:00:00.00,0.979524,1.05585,1.23496,625.422,0.0671086,0,0,0,15,641.725,353.797,324.669,-14.9329
258.375,1981-09-16,09:00:00.00,0.979524,1.05585,1.23448,625.417,0.0671086,0,0,0,15,641.718,353.882,324.756,-14.9365
258.417,1981-09-16,10:00:00.00,0.979524,1.05585,1.23391,625.41,0.0671086,0,0,0,15,641.711,353.966,324.844,-14.9415
258.458,1981-09-16,11:00:00.00,0.979524,1.05585,1.23328,625.402,0.0671086,0,0,0,15,641.703,354.051,324.931,-14.9475
258.5,1981-09-16,12:00:00.00,0.979524,1.05585,1.23261,625.394,0.0671086,0,0,0,15,641.693,354.136,325.018,-14.9543
258.542,1981-09-16,13:00:00.00,0.979524,1.05585,1.23192,625.385,0.0671086,0,0,0,15,641.684,354.221,325.105,-14.9614
258.583,1981-09-16,14:00:00.00,0.979524,1.05585,1.23121,625.377,0.0671086,0,0,0,15,641.675,354.306,325.192,-14.9681
258.625,1981-09-16,15:00:00.00,0.979524,1.05585,1.23049,625.369,0.0671086,0,0,0,15,641.667,354.39,325.279,-14.974
258.667,1981-09-16,16:00:00.00,0.979524,1.05585,1.22979,625.363,0.0671086,0,0,0,15,641.66,354.475,325.366,-14.9785
258.708,1981-09-16,17:00:00.00,0.979524,1.05585,1.22912,625.359,0.0671086,0,0,0,15,641.655,354.56,325.453,-14.9814
258.75,1981-09-16,18:00:00.00,0.979524,1.05585,1.22851,625.357,0.0671086,0,0,0,15,641.652,354.645,325.54,-14.9825
258.792,1981-09-16,19:00:00.00,0.979524,1.05585,1.22797,625.355,0.0671086,0,0,0,15,641.65,354.73,325.627,-14.9825
258.833,1981-09-16,20:00:00.00,0.979524,1.05585,1.22749,625.354,0.0671086,0,0,0,15,641.648,354.815,325.713,-14.9825
258.875,1981-09-16,21:00:00.00,0.979524,1.05585,1.22705,625.352,0.0671086,0,0,0,15,641.646,354.899,325.8,-14.9825
258.917,1981-09-16,22:00:00.00,0.979524,1.05585,1.22666,625.351,0.0671086,0,0,0,15,641.644,354.984,325.887,-14.9825
258.958,1981-09-16,23:00:00.00,0.979524,1.05585,1.22631,625.349,0.0671086,0,0,0,15,641.643,355.069,325.973,-14.9825
259,1981-09-17,00:00:00.00,0.979524,1.05585,1.22598,625.348,0.0671086,0,0,0,15,641.641,355.154,326.06,-14.9825
259.042,1981-09-17,01:00:00.00,0.879411,0.947936,1.22489,625.343,0.0628967,0,0,0,15,641.63,355.23,326.147,-14.9825
259.083,1981-09-17,02:00:00.00,0.879411,0.947936,1.2231,625.334,0.0628967,0,0,0,15,641.62,355.306,326.233,-14.9825
259.125,1981-09-17,03:00:00.00,0.879411,0.947936,1.22188,625.326,0.0628967,0,0,0,15,641.611,355.382,326.318,-14.9825
259.167,1981-09-17,04:00:00.00,0.879411,0.947936,1.22109,625.318,0.0628967,0,0,0,15,641.602,355.458,326.403,-14.9825
259.208,1981-09-17,05:00:00.00,0.879411,0.947936,1.22021,625.31,0.0628967,0,0,0,15,641.593,355.534,326.488,-14.9825
259.25,1981-09-17,06:00:00.00,0.879411,0.947936,1.21924,625.302,0.0628967,0,0,0,15,641.584,355.611,326.573,-14.9825
259.292,1981-09-17,07:00:00.00,0.879411,0.947936,1.21819,625.294,0.0628967,0,0,0,15,641.575,355.687,326.658,-14.9833
259.333,1981-09-17,08:00:00.00,0.879411,0.947936,1.21705,625.284,0.0628967,0,0,0,15,641.564,355.763,326.743,-14.9855
259.375,1981-09-17,09:00:00.00,0.879411,0.947936,1.21581,625.273,0.0628967,0,0,0,15,641.551,355.839,326.828,-14.9891
259.417,1981-09-17,10:00:00.00,0.879411,0.947936,1.2145,625.26,0.0628967,0,0,0,15,641.538,355.915,326.913,-14.994
259.458,1981-09-17,11:00:00.00,0.879411,0.947936,1.21313,625.247,0.0628967,0,0,0,15,641.523,355.991,326.998,-15
259.5,1981-09-17,12:00:00.00,0.879411,0.947936,1.21175,625.233,0.0628967,0,0,0,15,641.508,356.067,327.082,-15.0068
259.542,1981-09-17,13:00:00.00,0.879411,0.947936,1.21036,625.219,0.0628967,0,0,0,15,641.493,356.144,327.167,-15.0138
259.583,1981-09-17,14:00:00.00,0.879411,0.947936,1.20896,625.206,0.0628967,0,0,0,15,641.478,356.22,327.251,-15.0205
259.625,1981-09-17,15:00:00.00,0.879411,0.947936,1.20757,625.193,0.0628967,0,0,0,15,641.464,356.296,327.335,-15.0263
259.667,1981-09-17,16:00:00.00,0.879411,0.947936,1.2062,625.182,0.0628967,0,0,0,15,641.451,356.372,327.42,-15.0308
259.708,1981-09-17,17:00:00.00,0.879411,0.947936,1.20488,625.173,0.0628967,0,0,0,15,641.44,356.448,327.504,-15.0337
259.75,1981-09-17,18:00:00.00,0.879411,0.947936,1.20361,625.165,0.0628967,0,0,0,15,641.431,356.524,327.588,-15.0347
259.792,1981-09-17,19:00:00.00,0.879411,0.947936,1.20242,625.158,0.0628967,0,0,0,15,641.424,356.6,327.672,-15.0347
259.833,1981-09-17,20:00:00.00,0.879411,0.947936,1.20129,625.152,0.0628967,0,0,0,15,641.416,356.677,327.755,-15.0347
259.875,1981-09-17,21:00:00.00,0.879411,0.947936,1.20021,625.145,0.0628967,0,0,0,15,641.409,356.753,327.839,-15.0347
259.917,1981-09-17,22:00:00.00,0.879411,0.947936,1.19919,625.139,0.0628967,0,0,0,15,641.401,356.829,327.923,-15.0347
259.958,1981-09-17,23:00:00.00,0.879411,0.947936,1.1982,625.133,0.0628967,0,0,0,15,641.394,356.905,328.006,-15.0347
260,1981-09-18,00:00:00.00,0.879411,0.947936,1.19724,625.127,0.0628967,0,0,0,15,641.387,356.981,328.089,-15.0347
260.042,1981-09-18,01:00:00.00,0.797134,0.859248,1.196,625.117,0.0594236,0,0,0,15,641.373,357.05,328.173,-15.0347
260.083,1981-09-18,02:00:00.00,0.797134,0.859248,1.19444,625.105,0.0594236,0,0,0,15,641.358,357.119,328.256,-15.0347
260.125,1981-09-18,03:00:00.00,0.797134,0.859248,1.19304,625.092,0.0594236,0,0,0,15,641.345,357.188,328.338,-15.0347
260.167,1981-09-18,04:00:00.00,0.797134,0.859248,1.19175,625.08,0.0594236,0,0,0,15,641.331,357.257,328.421,-15.0347
260.208,1981-09-18,05:00:00.00,0.797134,0.859248,1.1904,625.068,0.0594236,0,0,0,15,641.318,357.326,328.503,-15.0347
260.25,1981-09-18,06:00:00.00,0.797134,0.859248,1.189,625.056,0.0594236,0,0,0,15,641.305,357.395,328.585,-15.0347
260.292,1981-09-18,07:00:00.00,0.797134,0.859248,1.18754,625.044,0.0594236,0,0,0,15,641.291,357.464,328.668,-15.0355
260.333,1981-09-18,08:00:00.00,0.797134,0.859248,1.18602,625.03,0.0594236,0,0,0,15,641.275,357.533,328.75,-15.0376
260.375,1981-09-18,09:00:00.00,0.797134,0.859248,1.18442,625.015,0.0594236,0,0,0,15,641.259,357.602,328.832,-15.0412
260.417,1981-09-18,10:00:00.00,0.797134,0.859248,1.18276,624.999,0.0594236,0,0,0,15,641.241,357.671,328.914,-15.0461
260.458,1981-09-18,11:00:00.00,0.797134,0.859248,1.18104,624.981,0.0594236,0,0,0,15,641.222,357.74,328.996,-15.0521
260.5,1981-09-18,12:00:00.00,0.797134,0.859248,1.17929,624.964,0.0594236,0,0,0,15,641.202,357.809,329.078,-15.0588
260.542,1981-09-18,13:00:00.00,0.797134,0.859248,1.17752,624.946,0.0594236,0,0,0,15,641.183,357.878,329.159,-15.0657
260.583,1981-09-18,14:00:00.00,0.797134,0.859248,1.17573,624.929,0.0594236,0,0,0,15,641.164,357.947,329.241,-15.0724
260.625,1981-09-18,15:00:00.00,0.797134,0.859248,1.17394,624.912,0.0594236,0,0,0,15,641.146,358.016,329.322,-15.0782
260.667,1981-09-18,16:00:00.00,0.797134,0.859248,1.17216,624.897,0.0594236,0,0,0,15,641.129,358.085,329.404,-15.0826
260.708,1981-09-18,17:00:00.00,0.797134,0.859248,1.17042,624.884,0.0594236,0,0,0,15,641.114,358.154,329.485,-15.0854
260.75,1981-09-18,18:00:00.00,0.797134,0.859248,1.16873,624.873,0.0594236,0,0,0,15,641.101,358.223,329.566,-15.0864
260.792,1981-09-18,19:00:00.00,0.797134,0.859248,1.16711,624.863,0.0594236,0,0,0,15,641.089,358.292,329.647,-15.0864
260.833,1981-09-18,20:00:00.00,0.797134,0.859248,1.16555,624.852,0.0594236,0,0,0,15,641.077,358.361,329.727,-15.0864
260.875,1981-09-18,21:00:00.00,0.797134,0.859248,1.16405,624.842,0.0594236,0,0,0,15,641.066,358.43,329.808,-15.0864
260.917,1981-09-18,22:00:00.00,0.797134,0.859248,1.16259,624.832,0.0594236,0,0,0,15,641.054,358.499,329.888,-15.0864
260.958,1981-09-18,23:00:00.00,0.797134,0.859248,1.16117,624.822,0.0594236,0,0,0,15,641.043,358.568,329.969,-15.0864
261,1981-09-19,00:00:00.00,0.797134,0.859248,1.15978,624.813,0.0594236,0,0,0,15,641.032,358.637,330.049,-15.0864
261.042,1981-09-19,01:00:00.00,0.737636,0.795115,1.15804,624.801,0.056907,0,0,0,15,641.016,358.701,330.129,-15.0864
261.083,1981-09-19,02:00:00.00,0.737636,0.795115,1.15597,624.787,0.056907,0,0,0,15,641,358.765,330.209,-15.0864
261.125,1981-09-19,03:00:00.00,0.737636,0.795115,1.15419,624.773,0.056907,0,0,0,15,640.984,358.829,330.288,-15.0864
261.167,1981-09-19,04:00:00.00,0.737636,0.795115,1.15263,624.76,0.056907,0,0,0,15,640.969,358.893,330.367,-15.0864
261.208,1981-09-19,05:00:00.00,0.737636,0.795115,1.15105,624.746,0.056907,0,0,0,15,640.954,358.957,330.446,-15.0864
261.25,1981-09-19,06:00:00.00,0.737636,0.795115,1.14944,624.733,0.056907,0,0,0,15,640.939,359.021,330.525,-15.0864
261.292,1981-09-19,07:00:00.00,0.737636,0.795115,1.14781,624.719,0.056907,0,0,0,15,640.924,359.085,330.603,-15.0871
261.333,1981-09-19,08:00:00.00,0.737636,0.795115,1.14613,624.704,0.056907,0,0,0,15,640.907,359.148,330.682,-15.0893
261.375,1981-09-19,09:00:00.00,0.737636,0.795115,1.1444,624.687,0.056907,0,0,0,15,640.889,359.212,330.76,-15.0928
261.417,1981-09-19,10:00:00.00,0.737636,0.795115,1.14261,624.67,0.056907,0,0,0,15,640.869,359.276,330.839,-15.0976
261.458,1981-09-19,11:00:00.00,0.737636,0.795115,1.14078,624.651,0.056907,0,0,0,15,640.849,359.34,330.917,-15.1036
261.5,1981-09-19,12:00:00.00,0.737636,0.795115,1.13891,624.632,0.056907,0,0,0,15,640.828,359.404,330.995,-15.1103
261.542,1981-09-19,13:00:00.00,0.737636,0.795115,1.13701,624.613,0.056907,0,0,0,15,640.807,359.468,331.073,-15.1172
261.583,1981-09-19,14:00:00.00,0.737636,0.795115,1.1351,624.594,0.056907,0,0,0,15,640.786,359.532,331.151,-15.1238
261.625,1981-09-19,15:00:00.00,0.737636,0.795115,1.13318,624.577,0.056907,0,0,0,15,640.767,359.595,331.229,-15.1295
261.667,1981-09-19,16:00:00.00,0.737636,0.795115,1.13128,624.561,0.056907,0,0,0,15,640.749,359.659,331.306,-15.1339
261.708,1981-09-19,17:00:00.00,0.737636,0.795115,1.12941,624.546,0.056907,0,0,0,15,640.732,359.723,331.384,-15.1367
261.75,1981-09-19,18:00:00.00,0.737636,0.795115,1.1276,624.534,0.056907,0,0,0,15,640.718,359.787,331.461,-15.1376
261.792,1981-09-19,19:00:00.00,0.737636,0.795115,1.12586,624.522,0.056907,0,0,0,15,640.705,359.851,331.538,-15.1376
261.833,1981-09-19,20:00:00.00,0.737636,0.795115,1.12418,624.511,0.056907,0,0,0,15,640.692,359.915,331.615,-15.1376
261.875,1981-09-19,21:00:00.00,0.737636,0.795115,1.12256,624.499,0.056907,0,0,0,15,640.679,359.979,331.692,-15.1376
261.917,1981-09-19,22:00:00.00,0.737636,0.795115,1.12099,624.488,0.056907,0,0,0,15,640.666,360.042,331.769,-15.1376
261.958,1981-09-19,23:00:00.00,0.737636,0.795115,1.11946,624.477,0.056907,0,0,0,15,640.653,360.106,331.845,-15.1376
262,1981-09-20,00:00:00.00,0.737636,0.795115,1.11797,624.466,0.056907,0,0,0,15,640.641,360.17,331.922,-15.1376
262.042,1981-09-20,01:00:00.00,0.730669,0.787605,1.11655,624.455,0.0566011,0,0,0,15,640.628,360.233,331.998,-15.1376
262.083,1981-09-20,02:00:00.00,0.730669,0.787605,1.11517,624.443,0.0566011,0,0,0,15,640.615,360.297,332.074,-15.1376
262.125,1981-09-20,03:00:00.00,0.730669,0.787605,1.11378,624.432,0.0566011,0,0,0,15,640.602,360.36,332.15,-15.1376
262.167,1981-09-20,04:00:00.00,0.730669,0.787605,1.11238,624.42,0.0566011,0,0,0,15,640.589,360.423,332.226,-15.1376
262.208,1981-09-20,05:00:00.00,0.730669,0.787605,1.11099,624.409,0.0566011,0,0,0,15,640.577,360.487,332.302,-15.1376
262.25,1981-09-20,06:00:00.00,0.730669,0.787605,1.10961,624.398,0.0566011,0,0,0,15,640.564,360.55,332.377,-15.1376
262.292,1981-09-20,07:00:00.00,0.730669,0.787605,1.10824,624.387,0.0566011,0,0,0,15,640.551,360.613,332.453,-15.1383
262.333,1981-09-20,08:00:00.00,0.730669,0.787605,1.10687,624.374,0.0566011,0,0,0,15,640.537,360.676,332.528,-15.1404
262.375,1981-09-20,09:00:00.00,0.730669,0.787605,1.10547,624.359,0.0566011,0,0,0,15,640.521,360.74,332.604,-15.1439
262.417,1981-09-20,10:00:00.00,0.730669,0.787605,1.10404,624.344,0.0566011,0,0,0,15,640.505,360.803,332.679,-15.1487
262.458,1981-09-20,11:00:00.00,0.730669,0.787605,1.10256,624.328,0.0566011,0,0,0,15,640.487,360.866,332.754,-15.1546
262.5,1981-09-20,12:00:00.00,0.730669,0.787605,1.10105,624.311,0.0566011,0,0,0,15,640.468,360.929,332.829,-15.1612
262.542,1981-09-20,13:00:00.00,0.730669,0.787605,1.09951,624.294,0.0566011,0,0,0,15,640.45,360.993,332.904,-15.1681
262.583,1981-09-20,14:00:00.00,0.730669,0.787605,1.09794,624.277,0.0566011,0,0,0,15,640.432,361.056,332.979,-15.1747
262.625,1981-09-20,15:00:00.00,0.730669,0.787605,1.09637,624.261,0.0566011,0,0,0,15,640.414,361.119,333.054,-15.1804
262.667,1981-09-20,16:00:00.00,0.730669,0.787605,1.0948,624.247,0.0566011,0,0,0,15,640.399,361.182,333.129,-15.1847
262.708,1981-09-20,17:00:00.00,0.730669,0.787605,1.09327,624.235,0.0566011,0,0,0,15,640.385,361.246,333.203,-15.1874
262.75,1981-09-20,18:00:00.00,0.730669,0.787605,1.09178,624.224,0.0566011,0,0,0,15,640.373,361.309,333.278,-15.1883
262.792,1981-09-20,19:00:00.00,0.730669,0.787605,1.09035,624.215,0.0566011,0,0,0,15,640.362,361.372,333.352,-15.1883
262.833,1981-09-20,20:00:00.00,0.730669,0.787605,1.08898,624.205,0.0566011,0,0,0,15,640.351,361.435,333.426,-15.1883
262.875,1981-09-20,21:00:00.00,0.730669,0.787605,1.08766,624.196,0.0566011,0,0,0,15,640.34,361.499,333.5,-15.1883
262.917,1981-09-20,22:00:00.00,0.730669,0.787605,1.08638,624.186,0.0566011,0,0,0,15,640.329,361.562,333.574,-15.1883
262.958,1981-09-20,23:00:00.00,0.730669,0.787605,1.08513,624.177,0.0566011,0,0,0,15,640.319,361.625,333.648,-15.1883
263,1981-09-21,00:00:00.00,0.730669,0.787605,1.08392,624.168,0.0566011,0,0,0,15,640.308,361.688,333.722,-15.1883
263.042,1981-09-21,01:00:00.00,0.698918,0.753379,1.08261,624.157,0.0552532,0,0,0,15,640.295,361.749,333.795,-15.1883
263.083,1981-09-21,02:00:00.00,0.698918,0.753379,1.08121,624.146,0.0552532,0,0,0,15,640.282,361.81,333.869,-15.1883
263.125,1981-09-21,03:00:00.00,0.698918,0.753379,1.07988,624.134,0.0552532,0,0,0,15,640.269,361.87,333.942,-15.1883
263.167,1981-09-21,04:00:00.00,0.698918,0.753379,1.07862,624.123,0.0552532,0,0,0,15,640.257,361.931,334.015,-15.1883
263.208,1981-09-21,05:00:00.00,0.698918,0.753379,1.07735,624.112,0.0552532,0,0,0,15,640.244,361.991,334.088,-15.1883
263.25,1981-09-21,06:00:00.00,0.698918,0.753379,1.07608,624.101,0.0552532,0,0,0,15,640.232,362.052,334.161,-15.1883
263.292,1981-09-21,07:00:00.00,0.698918,0.753379,1.07479,624.089,0.0552532,0,0,0,15,640.219,362.112,334.234,-15.189
263.333,1981-09-21,08:00:00.00,0.698918,0.753379,1.07349,624.076,0.0552532,0,0,0,15,640.205,362.173,334.307,-15.191
263.375,1981-09-21,09:00:00.00,0.698918,0.753379,1.07214,624.062,0.0552532,0,0,0,15,640.189,362.233,334.379,-15.1945
263.417,1981-09-21,10:00:00.00,0.698918,0.753379,1.07076,624.046,0.0552532,0,0,0,15,640.172,362.294,334.452,-15.1993
263.458,1981-09-21,11:00:00.00,0.698918,0.753379,1.06933,624.03,0.0552532,0,0,0,15,640.154,362.354,334.524,-15.2051
263.5,1981-09-21,12:00:00.00,0.698918,0.753379,1.06785,624.013,0.0552532,0,0,0,15,640.136,362.415,334.597,-15.2117
263.542,1981-09-21,13:00:00.00,0.698918,0.753379,1.06635,623.996,0.0552532,0,0,0,15,640.117,362.475,334.669,-15.2185
263.583,1981-09-21,14:00:00.00,0.698918,0.753379,1.06482,623.979,0.0552532,0,0,0,15,640.099,362.536,334.741,-15.2251
263.625,1981-09-21,15:00:00.00,0.698918,0.753379,1.06328,623.964,0.0552532,0,0,0,15,640.082,362.596,334.813,-15.2307
263.667,1981-09-21,16:00:00.00,0.698918,0.753379,1.06175,623.949,0.0552532,0,0,0,15,640.066,362.657,334.885,-15.235
263.708,1981-09-21,17:00:00.00,0.698918,0.753379,1.06024,623.937,0.0552532,0,0,0,15,640.052,362.717,334.957,-15.2377
263.75,1981-09-21,18:00:00.00,0.698918,0.753379,1.05879,623.926,0.0552532,0,0,0,15,640.04,362.778,335.029,-15.2386
263.792,1981-09-21,19:00:00.00,0.698918,0.753379,1.05739,623.916,0.0552532,0,0,0,15,640.029,362.838,335.1,-15.2386
263.833,1981-09-21,20:00:00.00,0.698918,0.753379,1.05606,623.907,0.0552532,0,0,0,15,640.018,362.899,335.172,-15.2386
